|part_of_speech|word_de|word_pl_de|sentence_de|word_en|sentence_en
866|verb|erfüllen, erfüllt, erfüllte, hat erfüllt||Er erfüllt alle Anforderungen.|to grant, fulfill|He fulfills all the requirements.
867|die|die Mama||Die Mama kocht das Abendessen.|mommy|Mommy is cooking dinner.
868|die|die Region||Diese Region ist für ihren Wein bekannt.|region|This region is known for its wine.
869|der|der Sonntag||Am Sonntag gehen wir spazieren.|Sunday|On Sunday we go for a walk.
870|das|das Internet||Das Internet hat die Welt verändert.|internet|The internet has changed the world.
871|die|die Nummer||Die Nummer wurde falsch gewählt.|number|The number was dialed incorrectly.
872|das|das Lächeln||Sein Lächeln war sehr herzlich.|smile|His smile was very warm.
873|verb|lächeln, lächelt, lächelte, hat gelächelt||Er lächelte freundlich zurück.|to smile|He smiled back kindly.
874|adv|genauso||Er ist genauso klug wie sein Bruder.|just as|He is just as smart as his brother.
875|verb|überzeugen, überzeugt, überzeugte, hat überzeugt||Er überzeugt durch gute Argumente.|to convince|He convinces with good arguments.
876|adj|interessant||Das Buch ist wirklich interessant.|interesting|The book is really interesting.
877|adj|menschlich||Er zeigt sich sehr menschlich.|human|He shows himself to be very human.
878|das|das Elektron||Das Elektron ist negativ geladen.|electron|The electron is negatively charged.
879|das|Frankreich||Frankreich liegt in Westeuropa.|France|France is in Western Europe.
880|die|die Freiheit||Die Freiheit ist ein hohes Gut.|freedom|Freedom is a high value.
881|adj|speziell||Die spezielle Regel erleichtert vieles.|special, specific|The specific rule made many things easier.
882|adj|französisch||Er liest gerne französische Literatur.|French|He enjoys reading French literature.
883|das|das Französisch||Er lernt Französisch in der Schule.|French|He is learning French in school.
884|adj|negativ||Der Einfluss war eher negativ.|negative|The influence was rather negative.
885|adj|zentral||Das Büro liegt in zentraler Lage.|central|The office is in a central location.
886|die|die Ebene||Die Ebene war flach und endlos weit.|plane, level|The plane was flat and endlessly wide.
887|verb|besuchen, besucht, besuchte, hat besucht||Er besuchte seine Eltern am Wochenende.|to visit|He visited his parents on the weekend.
888|adv|gestern||Gestern besuchte ich meine Oma.|yesterday|Yesterday, I visited my grandma.
889|der|der Spieler||Der Spieler traf das entscheidende Tor.|player|The player scored the decisive goal.
890|adj|absolut||Der absolute Sieger strahlte vor Freude.|absolute, complete|The absolute winner beamed with joy.
891|verb|fliegen, fliegt, flog, ist geflogen||Der Vogel fliegt in den Süden.|to fly|The bird flies south.
892|der|der Hund||Der Hund bellte laut vor Freude.|dog|The dog barked loudly with joy.
893|verb|antworten, antwortet, antwortete, hat geantwortet||Er antwortete auf die Frage schnell.|to answer|He answered the question quickly.
894|adv|weiterhin||Er bleibt weiterhin optimistisch.|still, furthermore|He remains optimistic still.
895|die|die Wand||Die Wand wurde frisch gestrichen.|wall|The wall was freshly painted.
896|adv|rechts||Das Auto steht rechts auf der Straße.|on/to the right|The car is parked on the right side of the street.
897|adj|konkret||Hast du eine konkrete Idee dazu?|concrete|Do you have a concrete idea about that?
898|adj|russisch||Er studiert russische Geschichte.|Russian|He studies Russian history.
899|das|das Russisch||Ich spreche fließend Russisch.|Russian|I speak Russian fluently.
900|verb|zahlen, zahlt, zahlte, hat gezahlt||Er zahlt die Rechnung pünktlich.|to pay|He pays the bill on time.
901|adv|zugleich||Er sprach und schrieb zugleich.|both, at the same time|He spoke and wrote at the same time.
902|das|das Feld||Das Feld ist bereit für die Ernte.|field|The field is ready for the harvest.
903|verb|verdienen, verdient, verdiente, hat verdient||Er verdient gut in seinem neuen Job.|to earn, deserve|He earns well in his new job.
904|adj|amerikanisch||Amerikanische Filme sind beliebt.|American|American movies are popular.
905|die|die Sekunde||Jede Sekunde zählt bei diesem Spiel.|second|Every second counts in this game.
906|der|der Brief||Der Brief lag geöffnet auf dem Tisch.|letter|The letter lay open on the table.
907|das|das Mitglied||Jedes Mitglied hat Stimmrecht.|member|Every member has voting rights.
908|adj|praktisch||Der praktische Koffer ist beliebt.|practical|The practical suitcase is popular.
909|die|die Gefahr||Die Gefahr ist nicht zu unterschätzen.|danger, risk|The danger should not be underestimated.
910|verb|binden, bindet, band, hat gebunden||Er bindet die Krawatte geschickt.|to tie, bind|He skillfully ties the tie.
911|adj|weltweit||Die weltweite Nachfrage wächst schnell.|worldwide|The worldwide demand is growing fast.
912|die|die Liebe||Die Liebe wächst mit der Zeit.|love|Love grows with time.
913|der|der Beginn||Der Beginn der Feier verzögerte sich.|beginning|The beginning of the celebration was delayed.
914|das|China||China hat eine lange Geschichte.|China|China has a long history.
915|adj|breit||Der breite Fluss fließt ruhig dahin.|wide, broad|The wide river flows calmly.
916|adv|draußen||Draußen regnete es den ganzen Tag.|outside|It rained outside all day.
917|die|die Wirkung||Die Wirkung des Medikaments ist stark.|effect|The effect of the medication is strong.
918|die|die Bildung||Bildung ist der Schlüssel zum Erfolg.|education|Education is the key to success.
919|das|das Blut||Das Blut fließt schnell durch die Adern.|blood|The blood flows quickly through the veins.
920|das|das Meer||Das Meer rauschte leise im Hintergrund.|sea, ocean|The sea murmured softly in the background.
921|die|die Anzahl||Die Anzahl der Gäste war überschaubar.|number|The number of guests was manageable.
922|die|die Veränderung||Die Veränderung ist notwendig.|change|The change is necessary.
923|adv|durchaus||Er war durchaus bereit zu helfen.|absolutely, quite|He was absolutely ready to help.
924|der|der Mund||Er öffnete den Mund, um etwas zu sagen.|mouth|He opened his mouth to say something.
925|verb|berechnen, berechnet, berechnete, hat berechnet||Er berechnet die Kosten für das Projekt.|to calculate, charge|He calculates the costs for the project.
926|verb|betragen, beträgt, betrug, hat betragen||Die Rechnung beträgt genau hundert Euro.|to amount|The bill amounts to exactly one hundred euros.
927|adj|fremd||Dieses Land ist mir völlig fremd.|foreign, strange|This country is completely foreign to me.
928|die|die Untersuchung||Die Untersuchung des Vorfalls dauert an.|examination|The examination of the incident continues.
929|der|der Fehler||Der Fehler im System wurde behoben.|mistake, error|The error in the system was corrected.
930|adv|mittlerweile||Mittlerweile hat er das Problem gelöst.|in the meantime, since then|In the meantime, he solved the problem.
931|verb|aufbauen, baut auf, baute auf, hat aufgebaut||Er baut ein Geschäft in der Stadt auf.|to build up|He is building up a business in the city.
932|die|die Sonne||Die Sonne scheint heute besonders hell.|sun|The sun is shining particularly brightly today.
933|das|das Prinzip||Das Prinzip erklärt die Methode.|principle|The principle explains the method.
934|adv|vorher||Vorher hat er alles vorbereitet.|earlier, beforehand|He prepared everything beforehand.
935|der|der Kampf||Der Kampf dauerte mehrere Stunden.|fight, struggle|The fight lasted several hours.
936|die|die Verfügung||Die Mittel stehen zur freien Verfügung.|disposal|The resources are at free disposal.
937|verb|feiern, feiert, feierte, hat gefeiert||Wir feiern heute eine große Party.|to celebrate|We are celebrating a big party today.
938|das|das Programm||Das Programm läuft ohne Fehler.|program|The program runs without errors.
939|adj|linke (r, s)||Der linke Schuh drückt ein wenig.|left|The left shoe pinches a little.
940|der|der Einfluss||Sein Einfluss wuchs mit der Zeit.|influence|His influence grew over time.
941|die|die Temperatur||Die Temperatur sinkt nachts deutlich ab.|temperature|The temperature drops significantly at night.
942|adj|leer||Die Straße war nachts völlig leer.|empty|The street was completely empty at night.
943|verb|mitteilen, teilt mit, teilte mit, hat mitgeteilt||Er teilte die Neuigkeit sofort mit.|to inform|He informed others of the news immediately.
944|das|das Verfahren||Das Verfahren ist sehr effizient.|method, process, technique|The process is very efficient.
945|adv|danke||Danke für deine große Hilfe heute.|thanks|Thank you for your great help today.
946|verb|beziehen, bezieht, bezog, hat bezogen||Sie beziehen das neue Haus im Herbst.|to refer, put, get|They move into the new house in the fall.
947|verb|verlangen, verlangt, verlangte, hat verlangt||Er verlangte sein Geld zurück.|to request, demand|He demanded his money back.
948|adv|zuerst||Zuerst machen wir die Hausaufgaben.|first|First, we do the homework.
949|die|die Analyse||Die Analyse ergab neue Ergebnisse.|analysis|The analysis produced new results.
950|adj|klassisch||Klassische Musik erklingt im Saal.|classical|Classical music resounds in the hall.
951|adj|ehemalig||Mein ehemaliger Lehrer war sehr nett.|former|My former teacher was very nice.
952|das|das Bein||Er hat sich das Bein gebrochen.|leg|He broke his leg.
953|das|das Glas||Das Glas ist mir aus der Hand gefallen.|glass|The glass fell out of my hand.
954|verb|untersuchen, untersucht, untersuchte, hat untersucht||Der Arzt untersucht den Patienten.|to examine|The doctor examines the patient.
955|adj|kalt||Das Wasser fühlt sich kalt an.|cold|The water feels cold.
956|die|die Sorge||Die Sorge um ihn wuchs jeden Tag.|worry|The worry for him grew every day.
957|der|der Himmel||Der Himmel klarte auf nach dem Sturm.|sky, heaven|The sky cleared up after the storm.
958|adj|künftig||Künftige Projekte sind geplant.|future|Future projects are planned.
959|adj|national||Dieses Fest hat nationale Bedeutung.|national|This festival has national significance.
960|die|die Kirche||Die Kirche steht mitten im Dorf.|church|The church stands in the middle of the village.
961|adv|links||Links vom Gebäude liegt ein Park.|on/to the left|To the left of the building is a park.
962|die|die CDU (Christlich Demokratische Union Deutschlands)||Die CDU gewann bei den Wahlen.|CDU|The CDU won in the elections.
963|adv|bislang||Bislang gab es keine Beschwerden.|up to now|Up to now, there have been no complaints.
964|verb|messen, misst, maß, hat gemessen||Er misst die Länge des Tisches genau.|to measure|He measures the length of the table precisely.
965|adj|lieb||Ein liebes Geschenk überraschte uns.|dear, kind|A kind gift surprised us.
966|adv|unbedingt||Ich muss das unbedingt erledigen.|absolutely|I absolutely have to get this done.
967|der|der Verein||Der Verein hat viele Mitglieder.|association, club|The club has many members.
968|das|das Atom||Das Atom bildet die Basis aller Materie.|atom|The atom forms the basis of all matter.
969|adj|historisch||Die Stadt hat historische Gebäude.|historical|The city has historical buildings.
970|verb|sinken, sinkt, sank, ist gesunken||Die Preise sind deutlich gesunken.|to sink|The prices have significantly decreased.
971|verb|kosten, kostet, kostete, hat gekostet||Der Eintritt kostet fünf Euro.|to cost|The entrance costs five euros.
972|die|die Vorstellung||Die Vorstellung beginnt um acht.|idea, introduction, performance|The performance begins at eight.
973|adj|entscheidend||Das Tor war entscheidend für den Sieg.|decisive|The goal was decisive for the victory.
974|verb|teilen, teilt, teilte, hat geteilt||Kannst du den Kuchen mit mir teilen?|to divide, share|Can you share the cake with me?
975|der|der Typ||Der Typ an der Bar war seltsam.|type|The guy at the bar was strange.
976|verb|stammen, stammt, stammte, hat gestammt||Das Buch stammt aus Deutschland.|to come (from), descend|The book originates from Germany.
977|adj|wissenschaftlich||Der wissenschaftliche Ansatz half uns.|scientific, scholarly|The scientific approach helped us.
978|pron|wieso||Wieso hast du das nicht früher gesagt?|why|Why didn't you say that earlier?
979|der|der Faktor||Der Faktor Zeit spielt eine große Rolle.|factor|The factor of time plays an important role.
980|die|die Bindung||Die Bindung zwischen ihnen war stark.|relationship, attachment|The relationship between them was strong.
981|die|die Literatur||Die Literatur begeistert viele Leser.|literature|Literature excites many readers.
982|verb|überraschen, überrascht, überraschte, hat überrascht||Der Erfolg überraschte alle Anwesenden.|to surprise|The success surprised everyone present.
983|verb|bestätigen, bestätigt, bestätigte, hat bestätigt||Die Ergebnisse bestätigen die Theorie.|to confirm, endorse|The results confirm the theory.
984|adj|bewusst||Er war sich der Gefahr bewusst.|conscious|He was aware of the danger.
985|der|der Abschnitt||Der Abschnitt des Buches war spannend.|section, paragraph, chapter, passage|The chapter of the book was thrilling.
986|die|die Nähe||Die Nähe des Flusses ist schön.|vicinity, proximity|The proximity to the river is beautiful.
987|adj|zahlreich||Es gab zahlreiche Beschwerden.|numerous|There were numerous complaints.
988|adj|medizinisch||Die medizinische Hilfe rettete Leben.|medical|The medical assistance saved lives.
989|adj|übrig||Nichts bleibt mehr übrig für später.|remaining, left, leftover|Nothing is left for later.
990|die|die Türkei||Die Türkei liegt teils in Asien.|Turkey|Turkey is partly located in Asia.
