|word_deu|part_of_speech_deu|word_eng|sentence_deu|sentence_eng|sentence_lemmatized_deu
17741.0|der Prediger|noun|the preacher|Der Prediger hielt eine inspirierende Rede über Glauben und Hoffnung.|The preacher delivered an inspiring speech about faith and hope.|der;Prediger;halten;ein;inspirierend;Rede;über;Glaube;und;Hoffnung
17743.0|die Couleur|noun|the color|Die Couleur des neuen Anzugs war ein tiefes Blau, sehr elegant.|The color of the new suit was a deep blue, very elegant.|der;Couleur;der;neu;Anzug;sein;ein;tief;Blau;sehr;elegant
17786.0|abklären|verb|to clarify|Um Missverständnisse zu vermeiden, sollten wir alles genau abklären.|To avoid misunderstandings, we should clarify everything precisely.|um;Missverständnis;zu;vermeiden;sollen;wir;alle;genau;abklären
17858.0|anlegen|verb|to invest|Viele Menschen möchten klug anlegen, um für die Zukunft vorzusorgen.|Many people want to invest wisely to prepare for the future.|vieler;Mensch;möchten;klug;anlegen;um;für;der;Zukunft;vorsorgen
17865.0|verglühen|verb|to burn up|Der Meteorit begann beim Eintritt in die Atmosphäre zu verglühen.|The meteor started to burn up upon entering the atmosphere.|der;Meteorit;beginnen;bei;Eintritt;in;der;Atmosphäre;zu;verglühen
18061.0|die Blutbahn|noun|the blood vessel|Die Blutbahn transportiert lebenswichtige Nährstoffe im Körper.|The blood vessel transports vital nutrients throughout the body.|der;Blutbahn;transportieren;lebenswichtig;Nährstoff;in;Körper
18091.0|hektisch|adjective|hectic|Die hektischen Vorbereitungen führten zu großen Stresssituationen.|The hectic preparations led to major stress situations.|der;hektisch;Vorbereitung;führen;zu;groß;Stresssituation
18120.0|zucken|verb|to twitch|Ich konnte nicht anders als zucken, als der Blitz einschlug.|I couldn't help but twitch when the lightning struck.|ich;können;nicht;anders;als;zucken;als;der;Blitz;einschlagen
18123.0|die Schulter|noun|the shoulder|Die Schulter schmerzte nach dem intensiven Training im Fitnessstudio.|The shoulder ached after the intense training at the gym.|der;Schulter;schmerzen;nach;der;intensiv;Training;in;Fitnessstudio
18125.0|der Hundeblick|noun|the puppy eyes|Der Hundeblick des kleinen Welpen lässt alle Herzen schmelzen.|The puppy eyes of the little puppy make all hearts melt.|der;Hundeblick;der;klein;Welpe;lässt;aller;Herz;schmelzen
18188.0|stur|adjective|stubborn|Sein sturer Wille machte es schwierig, Kompromisse zu finden.|His stubborn will made it difficult to find compromises.|sein;stur;Wille;machen;es;schwierig;Kompromiss;zu;finden
18230.0|nüchtern|adjective|sober|Er bleibt nüchtern, auch wenn die Partei in vollem Gange ist.|He remains sober even when the party is in full swing.|er;bleiben;nüchtern;auch;wenn;der;Partei;in;voll;Gang;sein
18305.0|rau|adjective|rough|Die rau Oberfläche des Steins war schmerzhaft für die Berührung.|The rough surface of the stone was painful to the touch.|der;rau;Oberfläche;der;Stein;sein;schmerzhaft;für;der;Berührung
18319.0|der Teer|noun|the tar|Der Teer auf der Straße machte das Fahren sehr glatt und gefährlich.|The tar on the road made driving very slippery and dangerous.|der;Teer;auf;der;Straße;machen;der;Fahren;sehr;glatt;und;gefährlich
18319.001|das Teer|noun|the tar|Der Straßenarbeiter trug frischen Teer für die neuen Fahrbahnen.|The road worker applied fresh tar for the new roads.|der;Straßenarbeiter;tragen;frisch;Teer;für;der;neu;Fahrbahn
18334.0|der Dampfer|noun|the steamship|Der Dampfer war ein imposantes Schiff, das stolz den Hafen verließ.|The steamship was an impressive vessel that proudly left the harbor.|der;Dampfer;sein;ein;imposant;Schiff;der;stolz;der;Hafen;verlassen
18355.0|das Abgas|noun|the exhaust|Das Abgas des Autos war stark und verschmutzte die Luft ungesund.|The exhaust of the car was strong and polluted the air unhealthily.|der;Abgas;der;Auto;sein;stark;und;verschmutzen;der;Luft;ungesund
18359.0|der Maschinenraum|noun|the engine room|Im Maschinenraum arbeiteten die Techniker unermüdlich an den Motoren.|In the engine room, the technicians worked tirelessly on the engines.|in;Maschinenraum;arbeiten;der;Techniker;unermüdlich;an;der;Motor
18361.0|verrotten|verb|to rot|Die Äpfel verrotten im Korb, wenn man sie nicht rechtzeitig isst.|The apples rot in the basket if you don't eat them in time.|der;Äpfel;verrotten;in;Korb;wenn;man;sie;nicht;rechtzeitig;issen
18364.0|das Zwischendeck|noun|the intermediate deck|Das Zwischendeck des Schiffes war für Passagiere reserviert.|The intermediate deck of the ship was reserved for passengers.|der;Zwischendeck;der;Schiff;sein;für;Passagier;reservieren
18367.0|die Kartoffel|noun|the potato|Die Kartoffel ist das Hauptnahrungsmittel vieler Menschen weltweit.|The potato is the staple food for many people worldwide.|der;Kartoffel;sein;der;Hauptnahrungsmittel;vieler;Mensch;weltweit
18370.0|der Haufen|noun|the pile|Die Kinder bauten einen hohen Haufen aus bunten Bauklötzen auf.|The children built a high pile of colorful building blocks.|der;Kind;aufbauen;ein;hoch;Haufen;aus;bunt;Bauklötzen;auf
18376.0|der Takt|noun|the beat|Der Takt der Musik ließ alle zum Tanzen aufstehen und mitmachen.|The beat of the music made everyone get up and dance along.|der;Takt;der;Musik;lassen;alle;zu;Tanzen;aufstehen;und;mitmachen
18380.0|die Zigarette|noun|the cigarette|Er zündete eine Zigarette an und betrachtete den Sonnenuntergang.|He lit a cigarette and watched the sunset.|er;anzünden;ein;Zigarette;an;und;betrachten;der;Sonnenuntergang
18386.0|das Rudel|noun|pack|Das Rudel Wölfe jagte geschwind durch den tiefen Schnee im Wald.|The pack of wolves swiftly hunted through the deep snow in the forest.|der;Rudel;Wölfe;jagen;geschwind;durch;der;tief;Schnee;in;Wald
18387.0|die Ratte|noun|the rat|Die Ratte schlich heimlich durch die dunklen Gassen der Stadt.|The rat sneaked through the dark alleys of the city.|der;Ratte;schlich;heimlich;durch;der;dunkel;Gasse;der;Stadt
18409.0|die Kohle|noun|the coal|Die Kohle wird in der Industrie für viele Prozesse benötigt.|The coal is needed in the industry for many processes.|der;Kohle;werden;in;der;Industrie;für;vieler;Prozeß;benötigen
18410.0|schaufeln|verb|to shovel|Der Bauer musste jeden Morgen Schnee von der Einfahrt schaufeln.|The farmer had to shovel snow from the driveway every morning.|der;Bauer;musste;jeder;Morgen;Schnee;von;der;Einfahrt;schaufeln
18474.0|der Flecken|noun|the stain|Der Flecken auf dem Hemd ließ sich trotz Waschen nicht entfernen.|The stain on the shirt could not be removed despite washing.|der;Flecken;auf;der;Hemd;lassen;sich;trotz;Waschen;nicht;entfernen
18484.0|jahrzehntelang|adverb|for decades|Die alte Festung steht jahrzehntelang unberührt auf dem Hügel.|The old fortress has stood untouched on the hill for decades.|der;alt;Festung;stehen;jahrzehntelang;unberührt;auf;der;Hügel
18502.0|das Leck|noun|the leak|Ein kleines Leck in der Rohrleitung verursachte große Wasserschäden.|A small leak in the pipe caused significant water damage.|ein;klein;Leck;in;der;Rohrleitung;verursachen;groß;Wasserschäden
18555.0|die Begleitmusik|noun|the accompanying music|Die Begleitmusik während des Schauspiels verstärkte die Emotionen.|The accompanying music during the play intensified the emotions.|der;Begleitmusik;während;der;Schauspiel;verstärken;der;Emotion
18557.0|der Untergang|noun||Der drohende Untergang der Stadt verursachte große Besorgnis.|The looming downfall of the city caused great concern.|der;drohend;Untergang;der;Stadt;verursachen;groß;Besorgnis
18576.0|ersaufen|verb|to drown|Die Sorge, in dem Sturm zu ersaufen, hielt die Fischer zurück.|The fear of drowning in the storm held the fishermen back.|der;Sorge;in;der;Sturm;zu;ersaufen;zurückhalten;der;Fischer;zurück
18582.0|der Rettungsring|noun|the life ring|Der Rettungsring liegt bereit, falls jemand ins Wasser fällt.|The life ring is ready in case someone falls into the water.|der;Rettungsring;bereitliegen;bereit;falls;jemand;in;Wasser;fallen
18583.0|das Boot|noun|the boat|Das Boot gleitet sanft über den glitzernden See bei Sonnenuntergang.|The boat glides gently across the sparkling lake at sunset.|der;Boot;gleiten;sanft;über;der;glitzernd;See;bei;Sonnenuntergang
18583.001|der Boot|noun|the boat|Das Boot schipperte sanft über den ruhigen Fluss an diesem Nachmittag.|The boat glided gently over the calm river that afternoon.|der;Boot;schippern;sanft;über;der;ruhig;Fluss;an;dieser;Nachmittag
18585.0|der Westen|noun|the west|Die Sonne senkt sich über dem Westen und malt den Himmel bunt.|The sun sets over the west, painting the sky in vibrant colors.|der;Sonne;senken;sich;über;der;Westen;und;malen;der;Himmel;bunt
18715.0|Hartz|noun|Hartz|Hartz ist bekannt für seine sozialen Reformen in Deutschland.|Hartz is known for its social reforms in Germany.|Hartz;sein;bekannt;für;sein;sozial;Reform;in;Deutschland
18716.0|IV|noun|IV|Die IV gab eine detaillierte Anleitung für den Projektablauf.|The IV provided a detailed guideline for the project process.|der;IV;geben;ein;detailliert;Anleitung;für;der;Projektablauf
18775.0|die Wüstenspringmaus|noun|the gerbil|Die Wüstenspringmaus lebt in trockenen Regionen und gräbt Höhlen.|The gerbil lives in dry regions and digs burrows.|der;Wüstenspringmaus;leben;in;trocken;Region;und;graben;Höhle
18777.0|der Tesafilm|noun|the adhesive tape|Mit dem Tesafilm klebe ich die beschädigten Seiten des Buches.|With the adhesive tape, I stick the damaged pages of the book.|mit;der;Tesafilm;kleben;ich;der;beschädigt;Seite;der;Buch
18778.0|kleben|verb|to stick|Die Notizen kleben an der Wand, um uns an die Termine zu erinnern.|The notes stick to the wall to remind us of the appointments.|der;Notiz;kleben;an;der;Wand;um;uns;an;der;Termin;zu;erinnern
18837.0|der Mopp|noun|the mop|Der Mopp liegt bereit, um den verschütteten Saft aufzuwischen.|The mop is ready to wipe up the spilled juice.|der;Mopp;bereitliegen;bereit;um;der;verschüttet;Saft;aufwischen
18863.0|der Heinz|noun|the Heinz|Der Heinz ist bekannt für seine köstlichen Tomatensaucen und Ketchup.|Heinz is known for its delicious tomato sauces and ketchup.|der;Heinz;sein;bekannt;für;sein;köstlich;Tomatensauce;und;Ketchup
18870.0|Kiesinger|proper noun|Kiesinger|Kiesinger war in den sechziger Jahren eine bekannte Figur der Politik.|Kiesinger was a well-known figure in politics during the sixties.|Kiesinger;sein;in;der;sechziger;Jahr;ein;bekannt;Figur;der;Politik
18884.0|die Geldwäsche|noun|the money laundering|Die Geldwäsche ist ein ernstes Verbrechen, das verfolgt wird.|The money laundering is a serious crime that is prosecuted.|der;Geldwäsche;sein;ein;ernst;Verbrechen;der;verfolgen;werden
18886.0|erfolgreich|adjective|successful|Die erfolgreiche Präsentation brachte dem Team viel Anerkennung ein.|The successful presentation earned the team much recognition.|der;erfolgreich;Präsentation;einbringen;der;Team;viel;Anerkennung;ein
18900.0|der Jubel|noun|the cheer|Der Jubel der Fans erklang laut beim Torschuss der Mannschaft.|The cheers of the fans rang out loudly at the team's goal.|der;Jubel;der;Fan;erklingen;laut;bei;Torschuss;der;Mannschaft
18906.0|ausbuhen|verb|to boo|Die Zuschauer begannen, den enttäuschenden Auftritt auszubuhen.|The audience began to boo the disappointing performance.|der;Zuschauer;beginnen;der;enttäuschend;Auftritt;ausbuhen
18927.0|jemals|adverb|ever|Hast du jemals einen so schockierenden Film gesehen wie diesen?|Have you ever seen a film as shocking as this one?|Hast;du;jemals;ein;so;schockierend;Film;sehen;wie;dieser
18928.0|rezensieren|verb|to review|Die Kritiker werden das neue Buch bald rezensieren und bewerten.|The critics will soon review and evaluate the new book.|der;Kritiker;werden;der;neu;Buch;bald;rezensieren;und;bewerten
18929.0|irren|verb|to err|Es ist menschlich, zu irren, doch wichtig, daraus zu lernen.|It is human to err, but important to learn from it.|es;sein;menschlich;zu;irren;doch;wichtig;daraus;zu;lernen
18939.0|aufschreiben|verb|to write down|Ich werde die wichtigsten Punkte während des Meetings aufschreiben.|I will write down the key points during the meeting.|ich;werden;der;wichtig;Punkt;während;der;Meeting;aufschreiben
18940.0|ausfeilen|verb|to file down|Der Handwerker musste die Kanten der Holzlatte sorgfältig ausfeilen.|The craftsman had to file down the edges of the wooden slat carefully.|der;Handwerker;musste;der;Kante;der;Holzlatte;sorgfältig;ausfeilen
18941.0|aufnehmen|verb|to record|Wir möchten das Konzert auf CD aufnehmen, um es zu bewahren.|We want to record the concert on CD to preserve it.|wir;möchten;der;Konzert;auf;CD;aufnehmen;um;es;zu;bewahren
18944.0|ALG|noun|the unemployment benefit|Der Antrag auf ALG wurde nach einer langen Bearbeitungszeit genehmigt.|The application for unemployment benefit was approved after a long processing time.|der;Antrag;auf;ALG;werden;nach;ein;lang;Bearbeitungszeit;genehmigen
18945.0|das Label|noun|the label|Das Label auf der Flasche war aus hochwertigem Papier gefertigt.|The label on the bottle was made from high-quality paper.|der;Label;auf;der;Flasche;sein;aus;hochwertig;Papier;fertigen
18948.0|auftreten|verb|to appear|Die Band wird am Freitagabend im örtlichen Club auftreten und spielen.|The band will appear at the local club on Friday night and play.|der;Band;werden;an;Freitagabend;in;örtlich;Club;auftreten;und;spielen
18949.0|aufregen|verb|to excite|Die spannende Geschichte wird alle Leser aufregen und fesseln.|The exciting story will excite and captivate all readers.|der;spannend;Geschichte;werden;aller;Leser;aufregen;und;fesseln
18951.0|auflösen|verb|to dissolve|Die Tablette beginnt sich im Wasser aufzulösen und wird bald wirksam.|The tablet begins to dissolve in water and will soon become effective.|der;Tablette;beginnen;sich;in;Wasser;auflösen;und;werden;bald;wirksam
18996.0|hochwürgen|verb|to gag|Der Geruch von Fisch ließ sie hochwürgen und schnell weggehen.|The smell of fish made them gag and walk away quickly.|der;Geruch;von;Fisch;lassen;sie;hochwürgen;und;schnell;weggehen
19007.0|der Pick|noun|the pick|Der Pick aus dem Werkzeugkasten fiel zufällig auf den Boden.|The pick from the toolbox accidentally fell to the ground.|der;Pick;aus;der;Werkzeugkasten;fallen;zufällig;auf;der;Boden
19008.0|der Enkeltrick|noun|the grandson trick|Der Enkeltrick ist eine bekannte Betrugsmasche, die viele täuscht.|The grandson trick is a well-known scam that deceives many.|der;Enkeltrick;sein;ein;bekannt;Betrugsmasche;der;vieler;täuschen
19011.0|die Felge|noun|the rim|Die Felge des Rades war beschädigt und musste ersetzt werden.|The rim of the wheel was damaged and needed to be replaced.|der;Felge;der;Rade;sein;beschädigen;und;musste;ersetzen;werden
19039.0|der Viehtransport|noun|the cattle transport|Der Viehtransport erfolgte unter strengen Auflagen für die Tiere.|The cattle transport took place under strict regulations for the animals.|der;Viehtransport;erfolgen;unter;streng;Auflage;für;der;Tier
19057.0|Rechtsberatung|noun|the legal advice|Die Rechtsberatung war während des Kaufprozesses äußerst hilfreich.|The legal advice was extremely helpful during the purchasing process.|der;Rechtsberatung;sein;während;der;Kaufprozeß;äußerst;hilfreich
19059.0|das Geschäftsgebaren|noun|business behavior|Das Geschäftsgebaren des Unternehmens ist auf Transparenz ausgelegt.|The business behavior of the company is aimed at transparency.|der;Geschäftsgebaren;der;Unternehmen;sein;auf;Transparenz;auslegen
19062.0|die Sahne|noun|the cream|Die frische Sahne macht die Torte besonders lecker und luftig.|The fresh cream makes the cake especially delicious and fluffy.|der;frisch;Sahne;machen;der;Torte;besonders;lecker;und;luftig
19153.0|der Hoffnungsträger|noun|the bearer of hope|Der Hoffnungsträger bringt Lebensmut und Zuversicht in die Gemeinde.|The bearer of hope brings vitality and confidence to the community.|der;Hoffnungsträger;bringen;Lebensmut;und;Zuversicht;in;der;Gemeinde
