|word|part_of_speech|lemma|lemma_correct|is_lemma
63145|mouth|Substantiv|der Mund|der Mund|True
63146|And|Konjunktion|und|und|True
63150|way|Substantiv|der Weg|der Weg|True
63163|Whore|Substantiv|die Hure|die Hure|True
63166|bitch|Substantiv|die Bitch|die Bitch|True
63168|only|Adverb|nur|nur|True
63169|know|Verb|wissen|wissen|True
63171|math|Substantiv|die Mathematik|die Mathematik|True
63173|learnt|Verb|lernen|lernen|True
63176|selling|Verb|verkaufen|verkaufen|True
63177|hash|Substantiv|der Hash|der Hash|True
63179|weed|Substantiv|das Gras|das Gras|True
63181|put|Verb|setzen|setzen|True
63184|scale|Substantiv|die Skala|die Skala|True
63187|pay|Verb|bezahlen|bezahlen|True
63189|Finally|Adverb|endlich|endlich|True
63193|write|Verb|schreiben|schreiben|True
63197|Teacher|Substantiv|der Lehrer|der Lehrer|True
63201|suffer|Verb|leiden|leiden|True
63206|everybody|Pronomen|jeder|jeder|True
63207|thinks|Verb|denken|denken|True
63209|can|Modalverb|können|können|True
63210|skip|Verb|überspringen|überspringen|True
63213|maths|Substantiv|die Mathematik|die Mathematik|True
63214|crap|Substantiv|der Mist|der Mist|True
63233|then|Adverb|dann|dann|True
63235|came|Verb|kommen|kommen|True
63242|weeks|Substantiv|die Woche|die Woche|True
63246|teacher|Substantiv|der Lehrer|der Lehrer|True
63256|trying|Verb|versuchen|versuchen|True
63263|bag|Substantiv|die Tasche|die Tasche|True
63264|full|Adjektiv|voll|voll|True
63272|fifteen|Numeral|fünfzehn|fünfzehn|True
63274|threw|Verb|werfen|werfen|True
63276|chair|Substantiv|der Stuhl|der Stuhl|True
63279|window|Substantiv|das Fenster|das Fenster|True
63285|bitche|Substantiv|die Bitch|die Bitch|True
63288|one|Numeral|eins|eins|True
63301|thats|Pronomen|das|das|True
63302|enough|Adjektiv|genug|genug|True
63306|Torturing|Verb|quälen|quälen|True
63316|bucks|Substantiv|der Dollar|der Dollar|True
63317|There|Adverb|da|da|True
63321|know-it-alls|Substantiv|die Besserwisser|die Besserwisser|True
63335|together|Adverb|zusammen|zusammen|True
63337|Their|Pronomen|ihr|ihr|True
63340|Have|Verb|haben|haben|True
63341|Good|Adjektiv|gut|gut|True
63342|grades|Substantiv|die Note|die Note|True
63344|shitty|Adjektiv|beschissen|beschissen|True
63345|Clothes|Substantiv|die Kleidung|die Kleidung|True
63380|We|Pronomen|wir|wir|True
63381|weigh|Verb|wiegen|wiegen|True
63387|calculate|Verb|berechnen|berechnen|True
63404|haun|Verb|hauen|hauen|True
63478|wurden|Verb|werden|werden|True
63481|deinm|Pronomen|dein|dein|True
63515|aufzuwachsen|Verb|aufwachsen|aufwachsen|True
63519|Schnackseln|Verb|schnackseln|schnackseln|True
63596|family|Substantiv|die Familie|die Familie|True
63604|cause|Substantiv|die Ursache|die Ursache|True
63626|belln|Verb|bellen|bellen|True
63713|level|Substantiv|das Level|das Level|True
63720|setz|Verb|setzen|setzen|True
63798|Hoe|Substantiv|die Harke|die Harke|True
63802|Nothing|Pronomen|nichts|nichts|True
63803|over|Präposition|über|über|True
63807|about|Präposition|über|über|True
63891|portrait|Substantiv|das Porträt|das Porträt|True
63893|looked|Verb|sehen|sehen|True
63897|play|Verb|spielen|spielen|True
63898|pretend|Verb|vortäuschen|vortäuschen|True
63900|act|Verb|handeln|handeln|True
63903|comes|Verb|kommen|kommen|True
63904|naturally|Adverb|natürlich|natürlich|True
63911|split|Verb|teilen|teilen|True
63912|holidays|Substantiv|die Ferien|die Ferien|True
63919|adresses|Substantiv|die Adresse|die Adresse|True
63923|want|Verb|wollen|wollen|True
63925|Stepbrother|Substantiv|der Stiefbruder|der Stiefbruder|True
63926|anyways|Adverb|egal|egal|True
63932|mom|Substantiv|die Mutter|die Mutter|True
63935|cocaine|Substantiv|das Kokain|das Kokain|True
63939|verurteilt|Verb|verurteilen|verurteilen|True
64001|ya|Interjektion|ja|ja|True
64009|Beschlossen|Verb|beschließen|beschließen|True
64027|Schriftsätz|Substantiv|der Schriftsatz|der Schriftsatz|True
64079|Rule|Substantiv|die Regel|die Regel|True
64081|Law|Substantiv|das Gesetz|das Gesetz|True
64137|seven|Numeral|sieben|sieben|True
64188|tack|Substantiv|der Tacker|der Tacker|True
64203|mahlt|Verb|mahlen|mahlen|True
64207|Geknack|Verb|knacken|knacken|True
64208|Prüft|Verb|prüfen|prüfen|True
64242|Justice|Substantiv|die Gerechtigkeit|die Gerechtigkeit|True
64254|rolln|Verb|rollen|rollen|True
64268|Dancen|Verb|tanzen|tanzen|True
64269|Pumpt|Verb|pumpen|pumpen|True
64285|wa|Pronomen|was|was|True
64308|Frikadell|Substantiv|die Frikadelle|die Frikadelle|True
64375|Rasier|Verb|rasieren|rasieren|True
64428|freimachs|Verb|freimachen|freimachen|True
64553|Hes|Pronomen|er|er|True
64558|legendary|Adjektiv|legendär|legendär|True
64559|Legend|Substantiv|die Legende|die Legende|True
64575|Five|Numeral|fünf|fünf|True
64646|Rechts|Adjektiv|rechts|rechts|True
64647|überholn|Verb|überholen|überholen|True
64736|Rechten|Adjektiv|recht|recht|True
64774|Haha|Interjektion|haha|haha|True
64785|suis|Verb|sein|sein|True
64808|versenk|Verb|versenken|versenken|True
64837|nag|Verb|nageln|nageln|True
64913|zerlegst|Verb|zerlegen|zerlegen|True
64947|flachLeg|Verb|flachlegen|flachlegen|True
64951|Bitche|Substantiv|die Bitch|die Bitch|True
64966|fackel|Substantiv|die Fackel|die Fackel|True
64971|zünde|Verb|zünden|zünden|True
65108|stör|Verb|stören|stören|True
65115|Faulige|Adjektiv|faul|faul|True
65130|Educated|Adjektiv|gebildet|gebildet|True
65132|work|Verb|arbeiten|arbeiten|True
65133|within|Präposition|innerhalb|innerhalb|True
65134|law|Substantiv|das Gesetz|das Gesetz|True
65159|grins|Verb|grinsen|grinsen|True
65209|anbraen|Verb|anbräunen|anbräunen|True
65218|Hinterlass|Verb|hinterlassen|hinterlassen|True
65255|Maniere|Substantiv|die Manieren|die Manieren|True
65265|Interpretieren|Verb|interpretieren|interpretieren|True
65414|Bekannteste|Adjektiv|bekannt|bekannt|True
65453|vergaß|Verb|vergessen|vergessen|True
65473|trafs|Verb|treffen|treffen|True
65600|forderen|Verb|fordern|fordern|True
65628|forderst|Verb|fordern|fordern|True
65655|Harten|Adjektiv|hart|hart|True
65719|anSingen|Verb|ansingen|ansingen|True
65771|eitl|Adjektiv|eitel|eitel|True
65797|Happy|Adjektiv|glücklich|glücklich|True
65804|Selbstgerecht|Adjektiv|selbstgerecht|selbstgerecht|True
65837|Abschieben|Verb|abschieben|abschieben|True
65882|riskiern|Verb|riskieren|riskieren|True
65906|gehörst|Verb|gehören|gehören|True
65927|Video-überwacht|Adjektiv|videoüberwacht|videoüberwacht|True
65985|liebn|Verb|lieben|lieben|True
65997|Ran|Interjektion|ran|ran|True
66011|stöhnn|Verb|stöhnen|stöhnen|True
66045|Lasset|Verb|lassen|lassen|True
66202|Stundenlang|Adjektiv|stundenlang|stundenlang|True
66269|füg|Verb|fügen|fügen|True
66273|Gеschick|Substantiv|das Geschick|das Geschick|True
66281|Einrahmen|Verb|einrahmen|einrahmen|True
66344|rödel|Verb|rödeln|rödeln|True
66346|Rödel|Verb|rödeln|rödeln|True
66527|ri-ra-rödeln|Verb|rödeln|rödeln|True
66601|abwart|Verb|abwarten|abwarten|True
66615|losisn|Verb|loslassen|loslassen|True
66723|volle|Adjektiv|voll|voll|True
66755|steign|Verb|steigen|steigen|True
66769|Montags|Adjektiv|montags|montags|True
66834|habt|Verb|haben|haben|True
66854|innerer|Adjektiv|inner|inner|True
66899|selbe|Pronomen|selbst|selbst|True
66963|Verschwören|Verb|verschwören|verschwören|True
67054|bloss|Adjektiv|bloß|bloß|True
67151|Hatte|Verb|haben|haben|True
67222|Physitomie|Substantiv|die Physionomie|die Physionomie|True
67242|haus|Substantiv|das Haus|das Haus|True
67264|Gar|Adverb|gar|gar|True
67309|Beleidigen|Verb|beleidigen|beleidigen|True
67371|besorg|Verb|besorgen|besorgen|True
67383|netzwerk|Substantiv|das Netzwerk|das Netzwerk|True
67404|telefoniern|Verb|telefonieren|telefonieren|True
67448|wos|Pronomen|was|was|True
67451|Nennt|Verb|nennen|nennen|True
67517|hing|Verb|hängen|hängen|True
67563|wollts|Verb|wollen|wollen|True
67586|Kontoführungsgebür|Substantiv|die Kontoführungsgebühr|die Kontoführungsgebühr|True
67598|wasn|Pronomen|was|was|True
67625|denkts|Verb|denken|denken|True
67811|Versteht|Verb|verstehen|verstehen|True
67901|trigger|Verb|triggern|triggern|True
67924|gewaschen|Verb|waschen|waschen|True
67928|Pädagogisch|Adjektiv|pädagogisch|pädagogisch|True
67932|Lustig|Adjektiv|lustig|lustig|True
67956|wichen|Verb|weichen|weichen|True
67959|geleast|Verb|leasen|leasen|True
67967|überhol|Verb|überholen|überholen|True
68045|respekten|Verb|respektieren|respektieren|True
68091|Blasser|Adjektiv|blass|blass|True
68105|hass|Verb|hassen|hassen|True
68108|brumm|Verb|brummen|brummen|True
68156|findeen|Verb|finden|finden|True
68182|Nimmst|Verb|nehmen|nehmen|True
68288|Online|Adjektiv|online|online|True
68298|kraul|Verb|kraulen|kraulen|True
68396|Bildde|Substantiv|Bild.de|Bild.de|True
68518|spinn|Verb|spinnen|spinnen|True
68588|stolperen|Verb|stolpern|stolpern|True
68590|brech|Verb|brechen|brechen|True
68614|rankomm|Verb|rankommen|rankommen|True
68623|zusammenreiß|Verb|zusammenreißen|zusammenreißen|True
68633|Erinnere|Verb|erinnern|erinnern|True
68640|Vergiss|Verb|vergessen|vergessen|True
68651|Witzig|Adjektiv|witzig|witzig|True
68737|erkär|Verb|erklären|erklären|True
68829|knak|Verb|knacken|knacken|True
68865|erhoben|Verb|erheben|erheben|True
68891|vieleicht|Adjektiv|vielleicht|vielleicht|True
68913|Forder-|Substantiv|die Forderung|die Forderung|True
68953|Hmm|Interjektion|hmm|hmm|True
68959|vergiss|Verb|vergessen|vergessen|True
68969|ablenksn|Verb|ablenken|ablenken|True
68992|aussiehts|Verb|aussehen|aussehen|True
69038|zerbrösel|Verb|zerbröseln|zerbröseln|True
69077|zahll|Verb|zahlen|zahlen|True
69088|Ups|Interjektion|ups|ups|True
69149|zerpflück|Verb|zerpflücken|zerpflücken|True
69202|beindrucken|Verb|beeindrucken|beeindrucken|True
69238|Schiebs|Verb|schieben|schieben|True
69242|Wassermonekül|Substantiv|das Wassermolekül|das Wassermolekül|True
69243|beinträchtigen|Verb|beeinträchtigen|beeinträchtigen|True
69269|hast|Verb|haben|haben|True
69280|Komplett|Adjektiv|komplett|komplett|True
69282|Dunkeln|Verb|dunkeln|dunkeln|True
69323|verliernn|Verb|verlieren|verlieren|True
69333|erfrorn|Verb|erfrieren|erfrieren|True
69400|wüsstest|Verb|wissen|wissen|True
69602|Verfassungsschtz|Substantiv|der Verfassungsschutz|der Verfassungsschutz|True
69644|Partout|Adverb|partout|partout|True
69646|Europe|Substantiv|Europa|Europa|True
69647|xénophobie|Substantiv|die Xenophobie|die Xenophobie|True
69650|une|Artikel|eine|eine|True
69651|banalité|Substantiv|die Banalität|die Banalität|True
69657|tendance|Substantiv|die Tendenz|die Tendenz|True
69661|part|Substantiv|der Teil|der Teil|True
69662|dans|Präposition|in|in|True
69663|tous|Pronomen|alle|alle|True
69665|sens|Substantiv|der Sinn|der Sinn|True
69668|gens|Substantiv|die Leute|die Leute|True
69670|laissent|Verb|lassen|lassen|True
69671|fanatiser|Verb|fanatisieren|fanatisieren|True
69673|pour|Präposition|für|für|True
69674|le|Artikel|der|der|True
69676|haine|Substantiv|der Hass|der Hass|True
69685|peur|Substantiv|die Angst|die Angst|True
69686|sont|Verb|sein|sein|True
69687|propagé|Verb|propagieren|propagieren|True
69688|par|Präposition|durch|durch|True
69690|Depuis|Präposition|seit|seit|True
69695|Sont|Verb|sein|sein|True
69696|rejetés|Verb|ablehnen|ablehnen|True
69702|justice|Substantiv|die Gerechtigkeit|die Gerechtigkeit|True
69703|pas|Adverb|nicht|nicht|True
69705|paix|Substantiv|der Frieden|der Frieden|True
69707|personne|Substantiv|die Person|die Person|True
69709|veut|Verb|wollen|wollen|True
69710|voir|Verb|sehen|sehen|True
69712|vérité|Substantiv|die Wahrheit|die Wahrheit|True
69715|que|Konjunktion|dass|dass|True
69716|ça|Pronomen|es|es|True
69717|suffit|Verb|ausreichen|ausreichen|True
69813|schimpfеn|Verb|schimpfen|schimpfen|True
69857|hasen|Verb|hassen|hassen|True
69934|Verschickst|Verb|verschicken|verschicken|True
69938|Chattest|Verb|chatten|chatten|True
69960|space|Substantiv|der Space|der Space|True
69972|Stalke|Verb|stalken|stalken|True
70003|Dark|Adjektiv|dunkel|dunkel|True
70059|Klagn|Verb|klagen|klagen|True
70162|fish|Substantiv|der Fisch|der Fisch|True
70228|hinausschmeessen|Verb|hinausschmeißen|hinausschmeißen|True
70233|grüne|Adjektiv|grün|grün|True
70268|linke|Adjektiv|links|links|True
70321|Blöd|Adjektiv|blöd|blöd|True
70422|fetter|Adjektiv|fett|fett|True
70523|erglühn|Verb|erglühen|erglühen|True
70562|hinausFliegen|Verb|hinausfliegen|hinausfliegen|True
70623|Komsst|Verb|kommen|kommen|True
70710|Meinetwegen|Interjektion|meinetwegen|meinetwegen|True
70744|bügelen|Verb|bügeln|bügeln|True
70855|abkoppelen|Verb|abkoppeln|abkoppeln|True
70862|vereisn|Verb|vereisen|vereisen|True
70870|zurückFährt|Verb|zurückfahren|zurückfahren|True
70958|Gehasst|Verb|hassen|hassen|True
71060|kämpfst|Verb|kämpfen|kämpfen|True
71147|Lock|Verb|locken|locken|True
71209|Regiooon|Substantiv|die Region|die Region|True
71318|Herzlich|Adjektiv|herzlich|herzlich|True
71343|sächsich|Adjektiv|sächsisch|sächsisch|True
71367|Viervieteltakt|Substantiv|der Viervierteltakt|der Viervierteltakt|True
71407|Vollpensiön|Substantiv|die Vollpension|die Vollpension|True
71426|Rockt|Verb|rocken|rocken|True
71427|Lasst|Verb|lassen|lassen|True
71487|Mögen|Verb|mögen|mögen|True
71535|mitNimmt|Verb|mitnehmen|mitnehmen|True
71621|anstell|Verb|anstellen|anstellen|True
71632|issen|Verb|essen|essen|True
71637|mögens|Verb|mögen|mögen|True
71735|aß|Verb|essen|essen|True
71744|durchfuhr|Verb|durchfahren|durchfahren|True
71830|biste|Verb|sein|sein|True
71883|tuts|Verb|tun|tun|True
71890|Äh|Interjektion|äh|äh|True
71909|abStimmen|Verb|abstimmen|abstimmen|True
72071|Stеffi|Eigenname|Steffi|Steffi|True
72078|entschеiden|Verb|entscheiden|entscheiden|True
72087|hervorSpringt|Verb|hervorspringen|hervorspringen|True
72178|studiern|Verb|studieren|studieren|True
72264|nehm|Verb|nehmen|nehmen|True
72299|Schnuckelig|Adjektiv|schnuckelig|schnuckelig|True
72360|leideen|Verb|leiden|leiden|True
72361|Wähl|Verb|wählen|wählen|True
72369|entscheideen|Verb|entscheiden|entscheiden|True
72416|Schiedrichter|Substantiv|der Schiedsrichter|der Schiedsrichter|True
72629|fette|Adjektiv|fett|fett|True
72692|Öffnet|Verb|öffnen|öffnen|True
73029|Unglücklich|Adjektiv|unglücklich|unglücklich|True
73155|Gibt|Verb|geben|geben|True
73174|Gehe|Verb|gehen|gehen|True
73221|Interessant|Adjektiv|interessant|interessant|True
73242|Glutenfrei|Adjektiv|glutenfrei|glutenfrei|True
73246|Höre|Verb|hören|hören|True
73324|green-smoothy-Diät|Substantiv|die green-smoothy-Diät|die green-smoothy-Diät|True
73349|-Ich|Pronomen|ich|ich|True
73390|Stinken|Verb|stinken|stinken|True
73428|Frohlockt|Verb|frohlocken|frohlocken|True
73505|schäme|Verb|schämen|schämen|True
73596|klärn|Verb|klären|klären|True
73614|Chillen|Verb|chillen|chillen|True
73646|Schwarz-gelb|Adjektiv|schwarz-gelb|schwarz-gelb|True
73747|Rassistische|Adjektiv|rassistisch|rassistisch|True
73894|Stumm|Adjektiv|stumm|stumm|True
74098|Dufen|Verb|duften|duften|True
74146|lust|Substantiv|die Lust|die Lust|True
74175|bleibn|Verb|bleiben|bleiben|True
74189|Klappts|Verb|klappen|klappen|True
74197|hinternander|Adverb|hintereinander|hintereinander|True
74219|Juhu|Interjektion|juhu|juhu|True
74400|rumschmeessen|Verb|rumschmeißen|rumschmeißen|True
74432|kommuniziern|Verb|kommunizieren|kommunizieren|True
74462|durchschlief|Verb|durchschlafen|durchschlafen|True
74594|gratulier|Verb|gratulieren|gratulieren|True
74809|Hi-fi|Substantiv|das Hi-Fi|das Hi-Fi|True
74837|ka-kaputt|Adjektiv|kaputt|kaputt|True
74933|Schuften|Verb|schuften|schuften|True
74937|Zielgenau|Adjektiv|zielgenau|zielgenau|True
74939|Demonstrieren|Verb|demonstrieren|demonstrieren|True
74983|zurückgib|Verb|zurückgeben|zurückgeben|True
75008|Öffne|Verb|öffnen|öffnen|True
75080|abfahrn|Verb|abfahren|abfahren|True
75135|upzudaten|Verb|updaten|updaten|True
75196|Communicating|Verb|kommunizieren|kommunizieren|True
75271|Nordisch|Adjektiv|nordisch|nordisch|True
75280|help|Verb|helfen|helfen|True
75309|make|Verb|machen|machen|True
75329|has|Verb|haben|haben|True
75337|word|Substantiv|das Wort|das Wort|True
75340|goes|Verb|gehen|gehen|True
75388|schwörn|Verb|schwören|schwören|True
75409|Crazy|Adjektiv|crazy|crazy|True
75478|bedrohnn|Verb|bedrohen|bedrohen|True
75484|Personn|Substantiv|die Person|die Person|True
75501|Weißes|Adjektiv|weiß|weiß|True
75586|slash|Substantiv|der Slash|der Slash|True
75722|ahnst|Verb|ahnen|ahnen|True
75858|Hübsche|Adjektiv|hübsch|hübsch|True
75911|Suchen|Verb|suchen|suchen|True
76064|Hüte|Verb|hüten|hüten|True
76094|sies|Pronomen|sie|sie|True
76151|streitend|Verb|streiten|streiten|True
76156|Geistern|Verb|geistern|geistern|True
76158|Schmeiß|Verb|schmeißen|schmeißen|True
76518|cloud|Substantiv|die Cloud|die Cloud|True
76585|Meil|Substantiv|die Meile|die Meile|True
76591|prophezeit|Verb|prophezeien|prophezeien|True
76633|weinst|Verb|weinen|weinen|True
76673|chance|Substantiv|die Chance|die Chance|True
76677|apologie|Substantiv|die Apologie|die Apologie|True
76770|Refused|Verb|verweigern|verweigern|True
76772|Of|Präposition|von|von|True
76773|Death|Substantiv|der Tod|der Tod|True
76774|Tribe|Substantiv|der Stamm|der Stamm|True
76775|Society|Substantiv|die Gesellschaft|die Gesellschaft|True
76778|Ambassadors|Substantiv|die Botschafter|die Botschafter|True
76782|Lighthouse|Substantiv|das Leuchtturm|das Leuchtturm|True
76784|Edit|Verb|editieren|editieren|True
76787|Paint|Verb|malen|malen|True
76802|Years|Substantiv|das Jahr|das Jahr|True
76815|Bottoms|Substantiv|die Hose|die Hose|True
76816|Cough|Verb|husten|husten|True
76817|It|Pronomen|es|es|True
76819|Dear|Adjektiv|lieb|lieb|True
76821|Tongues|Substantiv|die Zunge|die Zunge|True
76829|Brown|Adjektiv|braun|braun|True
76832|Low|Adjektiv|niedrig|niedrig|True
76836|Before|Adverb|vor|vor|True
76838|Sleep|Verb|schlafen|schlafen|True
76839|Colony|Substantiv|die Kolonie|die Kolonie|True
76841|Waiting|Verb|warten|warten|True
76844|Time|Substantiv|die Zeit|die Zeit|True
76850|Swimming|Verb|schwimmen|schwimmen|True
76852|Simple|Adjektiv|einfach|einfach|True
76859|Lie|Verb|lügen|lügen|True
76861|Me|Pronomen|mich|mich|True
76864|Learn|Verb|lernen|lernen|True
76867|Gallant|Adjektiv|tapfer|tapfer|True
76868|Weight|Substantiv|das Gewicht|das Gewicht|True
76872|Thicke|Adjektiv|dick|dick|True
76873|Morning|Substantiv|der Morgen|der Morgen|True
76874|Sun|Substantiv|die Sonne|die Sonne|True
76876|Foreman|Substantiv|der Vorarbeiter|der Vorarbeiter|True
76877|Your|Pronomen|dein|dein|True
76880|Enough|Adjektiv|genug|genug|True
76881|Son|Substantiv|der Sohn|der Sohn|True
76885|Everything|Pronomen|alles|alles|True
76895|Girls|Substantiv|die Mädchen|die Mädchen|True
76903|Moody|Adjektiv|launisch|launisch|True
76904|Other|Adjektiv|anders|anders|True
76906|California|Substantiv|Kalifornien|Kalifornien|True
76909|Heart|Substantiv|das Herz|das Herz|True
76910|Always|Adverb|immer|immer|True
76911|Breaks|Verb|brechen|brechen|True
76914|Summertime|Substantiv|der Sommer|der Sommer|True
76916|Hunted|Verb|jagen|jagen|True
76917|Lucky|Adjektiv|glücklich|glücklich|True
76918|Day|Substantiv|der Tag|der Tag|True
76919|Prince|Substantiv|der Prinz|der Prinz|True
76921|Extraordinary|Adjektiv|außergewöhnlich|außergewöhnlich|True
76923|Old|Adjektiv|alt|alt|True
76925|Never|Adverb|nie|nie|True
76926|Gonna|Verb|werden|werden|True
76929|Cry|Verb|weinen|weinen|True
76933|Until|Präposition|bis|bis|True
76938|bird|Substantiv|der Vogel|der Vogel|True
76940|bee|Substantiv|die Biene|die Biene|True
76947|State|Substantiv|der Staat|der Staat|True
76954|Bend|Verb|biegen|biegen|True
76956|Priest|Substantiv|der Priester|der Priester|True
76960|With|Präposition|mit|mit|True
76971|Mistake|Substantiv|der Fehler|der Fehler|True
76973|Grace|Substantiv|die Gnade|die Gnade|True
76974|Hill|Substantiv|der Hügel|der Hügel|True
76976|Paralyzed|Adjektiv|gelähmt|gelähmt|True
76979|Eye|Substantiv|das Auge|das Auge|True
76983|Every|Pronomen|jeder|jeder|True
76984|Fuckin|Adjektiv|verdammt|verdammt|True
76993|Lonely|Adjektiv|einsam|einsam|True
77046|rauslässen|Verb|rauslassen|rauslassen|True
77058|sprichen|Verb|sprechen|sprechen|True
77069|zerfrissen|Adjektiv|zerfressen|zerfressen|True
77074|drifteen|Verb|driften|driften|True
77286|ausHalt|Verb|aushalten|aushalten|True
77295|driftesn|Verb|driften|driften|True
