|word_deu|part_of_speech|word_eng
76309.0|der Slash|noun|slash
76310.0|der Playboy|noun|playboy
76312.0|der Geschäftsmann|noun|businessman
76317.0|Olli|proper noun|Olli
76332.0|gesellschaftskritisch|adjective|socially critical
76333.0|die Protestaktion|noun|protest action
76338.0|aufmerksam|adjective|attentive
76353.0|der Shitstorm|noun|shitstorm
76358.0|Comeback-Tour|noun|comeback tour
76453.0|Shortcut|noun|shortcut
76518.0|die Cloud|noun|cloud
76526.0|das Paradies|noun|paradise
76527.0|das Gift|noun|poison
76527.001|die Gift|noun|poison (female)
76527.002|der Gift|noun|poison (male)
76576.0|die Leiche|noun|corpse
76611.0|umbauen|verb|to rebuild
76619.0|die Werbung|Noun|advertisement
76629.0|die Brücke|noun|the bridge
76686.0|die Falle|noun|trap
76746.0|der Check|noun|check
76763.0|stärken|verb|to strengthen
76767.0|der Caesar|noun|Caesar
76778.0|der Botschafter|noun|ambassador
76784.0|editieren|verb|to edit
76792.0|der Hundehalter|noun|dog owner
76798.0|der Katzenhalter|noun|cat owner
76832.0|der Labrador|noun|Labrador
76832.0|niedrig|adjective|low
76839.0|die Kolonie|noun|colony
76861.0|der Drache|noun|dragon
76906.0|Kalifornien|noun|California
76921.0|außergewöhnlich|adjective|extraordinary
76922.0|einzigartig|adjective|unique
76937.0|die Krankheit|noun|illness
76942.0|die Birne|noun|pear
76951.0|vergleichen|verb|to compare
76975.0|der Betrüger|noun|cheat
76977.0|der Wohnort|noun|residence
77106.0|der Hutträger|noun|hat wearer
77135.0|vergiften|verb|to poison
77145.0|das Süß|noun|sweet
77319.0|das Seil|noun|rope
77323.0|das Wunderkind|noun|prodigy
77341.0|der Kontostand|noun|account balance
77359.0|das Temperament|noun|temperament
77535.0|das Out|noun|out
77545.0|Chris|proper noun|Chris
77547.0|der Liquor|noun|liquor
77550.0|die Tide|noun|tide
77557.0|House|noun|house
77564.002|das Single|noun|single (neuter)
77565.0|der Mix|noun|mix
77579.0|das W|noun|W
77580.0|der Darling|noun|darling
77587.0|das Gold|noun|the gold
77592.0|Jon|proper noun|Jon
77599.0|das Lux|noun|luxury
77600.0|Change|noun|change
77605.0|das Over|noun|over
77615.0|der Live|noun|live
77632.0|Hunter|noun|hunter
77647.0|der Kris|proper noun|Kris
77649.0|Amsterdam|proper noun|Amsterdam
77661.0|Pond|noun|pond
77662.0|das PA|noun|PA
77667.0|Pt|noun|point
78139.0|der Kiosk|noun|kiosk
78167.0|ignorieren|verb|ignore
78177.0|die Marke|noun|brand
78181.0|die Camouflage|noun|camouflage
78242.0|der Ninja|noun|ninja
78405.0|der Kung-Fu-Film|noun|kung fu movie
78410.0|der Nachmittag|noun|afternoon
78557.0|das Pflaster|noun|plaster
78572.0|die Pasta|noun|pasta
78585.0|der Pullover|noun|sweater
78588.0|schnipp|verb|to snap
78594.0|Dens|noun|dens
78613.0|giftig|adjective|toxic
78614.0|mutieren|verb|to mutate
78616.0|gefährlich|adjective|dangerous
78630.0|unsterblich|adjective|immortal
78689.0|anschreien|verb|to yell at
78695.0|verzeihen|Verb|to forgive
78732.0|das Baguette|noun|baguette
78732.001|die Baguette|noun|baguette (female)
78744.0|Rukola|noun|arugula
78746.0|der Parmesan|noun|parmesan
78747.0|das Perfekt|noun|perfect
78765.0|forschen|verb|to research
78770.0|nachdem|conjunction|after
78796.0|die Feder|noun|feather
78801.0|der Trinker|noun|drinker
78808.0|der Jäger|noun|the hunter
78866.0|saftig|adjective|juicy
78905.0|Riesenrakete|noun|giant rocket
78938.0|beben|verb|to quake
79004.0|exotisch|adjective|exotic
79007.0|die Schönheitskönigin|noun|beauty queen
79048.0|Schwesterlein|noun|little sister
79075.0|das LSD|noun|LSD
79095.0|die Reisefreiheit|noun|freedom of travel
79114.0|die Coca|noun|coca
79114.001|das Coca|noun|coca (neuter)
79118.0|Bolivien|proper noun|Bolivia
79135.0|Südostasien|proper noun|Southeast Asia
79151.001|die Caipi|noun|caipirinha (female)
79264.0|der Reisebus|noun|tour bus
79266.0|der Europäer|noun|European
79282.0|unzivilisiert|adjective|uncivilized
79300.0|die Prostitution|noun|prostitution
79320.0|Ba|noun|Ba (abbreviation)
79389.0|der Australier|noun|Australian
79394.0|Be|noun|Be
79402.0|benehmen|verb|to behave
79409.0|das Eden|noun|Eden
79693.0|das Bienchen|noun|little bee
79695.0|das Blümchen|noun|little flower
79717.0|das Frühlingsgefühl|noun|spring feeling
79765.0|die Intrige|noun|intrigue
79790.0|der Chart|noun|chart
79790.001|das Chart|noun|chart (neuter)
79821.0|die Miete|noun|rent
79983.0|der Chinese|noun|Chinese (person)
80002.0|die Allergie|noun|allergy
80025.0|umarmen|verb|hug
80044.0|der Russe|noun|Russian
80051.0|der Hippie|noun|hippie
80063.0|zusammenspielen|verb|to play together
80065.0|das Tamburin|noun|tambourine
80079.0|das Trampolin|noun|trampoline
80080.0|der Yippie|noun|Yippie (person)
80109.0|der Regentanz|noun|rain dance
80152.0|das Getränk|noun|the drink
80181.0|großartig|adjective|magnificent
80352.0|der Regenbogen|noun|rainbow
80392.0|die Leidenschaft|noun|passion
80494.0|realisieren|verb|to realize
80566.0|melancholisch|adjective|melancholic
80690.0|das Intro|noun|the intro
80727.0|Part|noun|part
80730.0|die Zikade|noun|cicada
80739.0|der Vibe|noun|the vibe
80749.0|hallo|interjection|hello
80752.0|das Individuum|noun|individual
80754.0|rebellisch|adjective|rebellious
80766.0|Kairo|noun|Cairo
80768.0|Lomé|noun|Lomé
80772.0|die Hypophyse|noun|pituitary gland
80774.0|der Hypothalamus|noun|hypothalamus
80872.0|unglaublich|adjective|incredible
80883.0|das Ensemble|noun|the ensemble
80889.0|die Sie|pronoun|the she
80889.001|der Sie|pronoun|the he
80904.0|motiviert|adjective|motivated
80915.0|antifaschistisch|adjective|anti-fascist
80947.0|herzlich|adjective|cordial
80956.0|imaginär|adjective|imaginary
80957.0|die Minibar|noun|minibar
80985.0|das C|noun|C
80988.0|das D|noun|the D
80991.0|das E|noun|the E
80994.0|die Zahnfee|noun|tooth fairy
81010.0|weitermachen|verb|to continue
81019.0|überraschend|adjective|surprising
81021.0|das Raum-Zeit-Kontinuum|noun|space-time continuum
81067.0|die Bakterie|noun|bacterium
81152.0|das Potential|noun|potential
81167.0|Still|Noun|style
81286.0|Lang|proper noun|Lang
81392.0|spektakulär|adjective|spectacular
81447.0|Nazipropaganda|noun|Nazi propaganda
81502.0|die Rasse|noun|race
81506.0|das Vaterland|noun|fatherland
81510.0|das Menschenleben|noun|human life
81513.0|die Ideologie|noun|ideology
81526.0|die Akzeptanz|noun|acceptance
81528.0|die Ignoranz|noun|ignorance
81622.0|verbreiten|verb|to spread
81624.0|der Thor|proper noun|Thor
81632.0|der Schulhof|noun|schoolyard
81636.0|das Stadium|noun|stadium
81638.0|der Liedermacher|noun|songwriter
81659.0|der Sieg|noun|victory
81659.001|die Sieg|noun|victory
81663.0|schockieren|verb|to shock
81781.0|Jour|noun|day
81783.0|y|noun|Y (letter)
81809.0|das Y|noun|Y (letter)
81828.0|das Quant|noun|quant
81829.0|au|interjection|ouch
81842.0|das Ces|noun|Ces
81849.0|passe|noun|passe
81871.0|die Courage|noun|courage
81959.0|folgendermaßen|adverb|as follows
81973.0|spekulieren|verb|to speculate
81976.0|das Material|noun|material
82082.0|nu|noun|nu
82116.0|die Fabrik|noun|the factory
82176.0|die Wasserstoffbombe|noun|hydrogen bomb
82180.0|das Nest|noun|nest
82228.0|antik|adjective|antique
82291.0|scratchen|verb|to scratch
82323.0|kopieren|verb|to copy
82347.0|prompt|adjective|prompt
82353.0|der Fruchtsaft|noun|fruit juice
82367.0|der Bunker|noun|bunker
82373.0|HipHop|noun|hip-hop
82384.0|der Flipflop|noun|flip-flop
82384.001|das Flipflop|noun|flip-flop (neuter)
82396.0|das Mikrofon|Noun|the microphone
82433.0|ersetzlich|adjective|replaceable
82482.0|der Touchdown|noun|touchdown
82494.0|die Spielregel|noun|game rule
82537.0|hochfrequent|adjective|high-frequency
82541.0|die Dimension|noun|dimension
82548.0|die Emotion|noun|emotion
82554.0|rotieren|verb|to rotate
82577.0|ge-|prefix|ge-
82584.0|das Ballett|noun|ballet
82602.0|Brooklyn|proper noun|Brooklyn
82666.0|die Kirche|noun|the church
82674.0|boxen|verb|to box
82681.0|die Hauswand|noun|house wall
82833.0|das Du|pronoun|you
82877.0|die Magie|noun|magic
82895.0|das Delirium|noun|delirium
82932.0|die Pflicht|noun|duty
83051.0|verbinden|verb|connect
83059.0|ballistisch|adjective|ballistic
83070.0|vertikal|adjective|vertical
83071.0|entgegen|preposition|against
83078.0|ursprünglich|adjective|original
83138.0|konzentrieren|verb|to concentrate
83213.0|extrahieren|verb|to extract
83217.0|die Bewegung|noun|movement
83248.0|die Psyche|noun|psyche
83264.0|verhalten|verb|to behave
83272.0|unterhalten|Verb|entertain
83357.0|das Lachen|noun|laughter
83396.0|die Fackel|noun|torch
83396.001|das Fackel|noun|torch
83396.002|der Fackel|noun|torch
83404.0|der Zusammenhang|noun|context
83452.0|die Kreation|noun|creation
83454.0|mental|adjective|mental
83455.0|die Projektion|noun|projection
83457.0|genial|adjective|genius
83461.0|kristallen|verb|to crystallize
83541.0|obsolet|adjective|obsolete
83655.0|hauptberuflich|adjective|full-time
83656.0|der Pirat|noun|pirate
83662.0|die Crew|noun|crew
83684.0|das Weltmeer|noun|world ocean
83720.0|die Hygiene|noun|hygiene
83730.0|Zittern|noun|shivering
83753.0|die Ehre|noun|honor
83818.0|der Rum|noun|rum
83818.001|die Rum|noun|rum
83838.0|lichten|verb|to lighten
83872.0|das Verbot|noun|ban
83901.0|die Planke|noun|plank
84012.0|kristallklar|adjective|crystal clear
84035.0|der Neptun|noun|Neptune
84114.001|das Alt|noun|alt beer
84139.0|der Lala|noun|lala
84251.0|folgend|adjective|following
84259.0|droppen|verb|to drop
84418.0|das Protoplasma|noun|protoplasm
84419.0|aktivieren|verb|activate
84467.0|die Hydra|noun|hydra
84499.0|chronologisch|adjective|chronological
84531.0|das Minus|noun|minus
84532.0|subtrahieren|verb|to subtract
84550.0|die Summe|noun|sum
84554.0|decodieren|verb|to decode
84556.0|die Chiffre|noun|cipher
84558.0|transzendieren|verb|to transcend
84563.0|inkludieren|verb|to include
84578.0|kalibrieren|verb|to calibrate
84582.0|die Abstraktion|noun|abstraction
84703.0|das Molekül|noun|molecule
84727.0|Drop|noun|drop
84784.0|die Rolle|Substantiv|role
84784.001|der Rolle|noun|the role
84784.002|das Rolle|noun|the roll
84803.0|die Thematik|noun|thematic
84807.0|der Trostpreis|noun|consolation prize
84824.0|verschieden|adjective|different
84830.0|kürzlich|adverb|recently
84834.0|die Meile|noun|mile
84850.0|das P|noun|p
84861.0|mehrere|adjective|several
84878.0|Ex-Freundin|noun|ex-girlfriend
84887.0|das Motiv|noun|motive
84899.0|allerdings|adverb|however
84940.0|die DNA|noun|DNA
84947.0|der Titel|noun|title
84963.0|fiktiv|adjective|fictional
85003.0|der Kindertag|noun|children's day
85006.0|unglücklich|adjective|unhappy
85020.0|May|proper noun|May
85059.0|thematisieren|verb|to thematize
85107.0|das Video|noun|video
85139.0|unbekannt|adjective|unknown
85156.0|der Zuhörer|noun|listener
85178.0|die Freundschaft|noun|friendship
85183.0|das Echo|noun|echo
85234.0|ausmachen|verb|turn off
85249.0|das Bandmitglied|noun|band member
85280.0|temporal|adjective|temporal
85283.0|gebunden|adjective|bound
85310.0|geliebt|adjective|loved
85329.0|Liedform|noun|song form
85360.0|das Release|noun|release
85360.001|der Release|noun|release
85360.002|die Release|noun|release
85398.0|das K|noun|K
85402.0|sowohl|conjunction|both
85409.0|wiedersehen|verb|to see again
85448.0|Sports|noun|sports
85490.0|Abschiedsparty|noun|farewell party
85498.0|der Curry|noun|curry
85498.001|das Curry|noun|curry
85500.0|Fabian|proper noun|Fabian
85501.0|der Römer|noun|Roman
85508.0|Montana|proper noun|Montana
85604.0|miteinander|adverb|together
85865.0|der Blödsinn|noun|nonsense
85895.0|der Albatros|noun|albatross
85895.001|die Albatros|noun|albatross
86187.0|hungrig|adjective|hungry
86404.0|die Basis|noun|basis
86454.0|die Seeluft|noun|sea air
86472.0|der Heiliger|noun|saint
86562.0|gesetzlich|adjective|legal
86661.0|elliptisch|adjective|elliptical
86801.0|die Euphorie|noun|the euphoria
86977.0|das Pausenbrot|noun|snack
86992.0|der Schreck|noun|fright
87048.0|das Fußballspiel|noun|soccer match
87054.0|das Urlaubsziel|noun|holiday destination
87136.0|das Gelee|noun|gel
87136.001|der Gelee|noun|gel
87196.0|St.|abbreviation|Saint
87210.0|der Kompass|noun|compass
87221.0|der Akteur|noun|actor
87237.0|zerbrechlich|adjective|fragile
87401.0|der Mieter|noun|tenant
87478.0|der Springer|noun|jumper
87481.0|der Berliner|noun|Berliner (person)
87658.0|die Handbremse|noun|handbrake
87662.0|enorm|adjective|enormous
87706.0|jedermann|pronoun|everyone
87736.0|das Katzenauge|noun|cat's eye
87883.0|das Burnout|noun|burnout
87927.0|Pisa|proper noun|Pisa
87932.0|der Vatikan|proper noun|Vatican
87942.0|der Eiffelturm|proper noun|Eiffel Tower
87964.0|imponieren|verb|to impress
88003.0|der Karneval|noun|carnival
88080.0|ahnungslos|adjective|clueless
88224.0|der Topf|noun|pot
88240.0|die Zimmerpflanze|noun|houseplant
88370.0|verkleinern|verb|to shrink
88417.0|apropos|adverb|by the way
88462.0|die Aura|noun|aura
88506.0|widerstehen|verb|to resist
88624.0|selbstsicher|adjective|confident
88671.0|das Turnier|noun|tournament
88674.0|die Anomalie|noun|anomaly
88678.0|gravieren|verb|to engrave
88685.0|skizzieren|verb|to sketch
88698.0|rappen|verb|to rap
88751.0|die Taktik|noun|the tactic
88765.0|der Unsinn|noun|nonsense
88785.0|bestimmen|verb|determine
88814.0|betrügen|verb|to cheat
88818.0|intonieren|verb|to intonate
88877.0|der Punch|noun|punch
88970.0|die Qualifikation|noun|qualification
88991.0|die Alte|noun|old woman
89019.0|kling|Noun|sound
89027.0|relevant|adjective|relevant
89110.0|der Fakt|noun|fact
89110.001|das Fakt|noun|fact
89120.0|saugen|verb|to suck
89138.0|das Schema|noun|schema
89203.0|das Risiko|noun|risk
89337.0|reinschreiben|verb|to write in
89381.0|verständlich|adjective|understandable
89493.0|behindert|adjective|disabled
89559.0|die Differenz|noun|difference
89567.0|die Komplexität|noun|complexity
89575.0|implizit|adjective|implicit
89577.0|explizit|adjective|explicit
89593.0|womit|adverb|with what
89596.0|profilieren|verb|to profile
89686.0|mystisch|adjective|mystical
89788.0|die Relevanz|noun|relevance
89874.0|der Instrumental|noun|instrumental
89983.0|das Eigentum|noun|property
90012.0|der Diener|noun|servant
90021.0|der Sklave|noun|slave
90026.0|versklaven|verb|to enslave
90056.0|empfinden|verb|to feel
90189.0|der Reichtum|Nomen|the wealth
90249.0|der Aal|noun|eel
90278.0|der Duft|noun|scent
90414.0|die Traumfrau|noun|dream woman
90453.0|der Wikinger|noun|Viking
90458.0|Schlucken|verb|to swallow
90485.0|leeren|verb|to empty
90493.0|die Hexe|noun|witch
90500.0|die Rast|noun|rest
90524.0|die Tulpe|noun|tulip
90540.0|der Liter|noun|liter
90565.0|inhalieren|verb|to inhale
90566.0|der Mönch|noun|monk
90598.0|der Freudentanz|noun|dance of joy
90648.0|die Muttermilch|noun|breast milk
90666.0|fördern|verb|to promote
90667.0|der Granit|noun|granite
90670.0|der Narr|noun|the fool
90810.0|verschlafen|verb|to oversleep
90851.0|chemisch|adjective|chemical
90882.0|frieren|verb|to freeze
90905.0|Shot|noun|shot
90982.0|trocken|adjective|dry
91008.0|haschen|verb|to catch
91013.0|waschen|verb|to wash
91031.0|der Pogo|noun|pogo
91047.0|der Bass|noun|the bass
91123.0|Raver|noun|raver
91136.0|tanken|verb|to tank
91145.0|narzisstisch|adjective|narcissistic
91196.0|elf|noun|elf
91266.0|prekär|adjective|precarious
91289.0|siegen|verb|to win
91349.0|das Singen|noun|singing
91387.0|marginal|adjective|marginal
91399.0|die Veränderung|noun|change
91484.0|Deutsch|noun|German
91706.0|das Cover|noun|cover
91802.0|das Comeback|noun|comeback
91868.0|der Unmensch|noun|inhuman
91879.0|blockieren|verb|to block
91884.0|illegal|adjective|illegal
91895.0|die Arroganz|noun|arrogance
92062.0|der Follower|noun|follower
92065.0|grenzenlos|adjective|boundless
92079.0|Malibu|proper noun|Malibu
92110.0|das Selfie|noun|selfie
92123.0|anstrengend|Adjective|exhausting
92159.0|der Demonstrant|noun|demonstrator
92229.0|die Bierdose|noun|beer can
92270.0|eilen|verb|to hurry
92283.0|fürs|preposition|for the
92339.0|Pommes|noun|fries
92358.0|lebenslänglich|adjective|life-long
92483.0|der Hafen|noun|port
92506.0|das Nordlicht|noun|northern lights
92530.0|der Leuchtturm|noun|lighthouse
92568.0|psychisch|adjective|psychological
92573.0|beibringen|verb|teach
92610.0|auswählen|verb|to select
92618.0|die Bourgeoisie|noun|bourgeoisie
92664.0|die Sexszene|noun|sex scene
92831.0|aufwachen|verb|to wake up
92908.0|bam|interjection|bam
92926.0|die Chaotin|noun|chaotic person (female)
92940.0|die Gendarmerie|noun|gendarmerie
92951.0|der Schmetterling|noun|butterfly
92970.0|die Prinzessin|noun|princess
92972.0|der Doc|noun|doctor
92973.0|Martens|noun|Martens
92998.0|die Odyssee|noun|odyssey
93007.0|beschäftigt|adjective|busy
93018.0|profitieren|verb|to profit
93034.0|der Liebesbrief|noun|love letter
93036.0|dominieren|verb|to dominate
93041.0|der Molotowcocktail|noun|Molotov cocktail
93106.0|gegenüber|preposition|opposite
93120.0|der Kavalier|noun|cavalier
93120.001|das Kavalier|noun|cavalier
93204.0|vorstellen|verb|introduce
93472.0|der Ornithologe|noun|ornithologist
93479.0|Sexist|noun|sexist
93615.0|regungslos|adjective|motionless
93616.0|arrogant|adjective|arrogant
93632.0|der Homo|noun|gay person
93633.0|der Faber|noun|Faber
93734.0|der Horizont|noun|horizon
93780.0|Reset|noun|reset
93869.0|d|noun|d
93872.0|Si|noun|Si
93880.0|l|noun|l
94055.0|Ta|noun|Ta
94122.0|das Rennrad|noun|racing bike
94132.0|frittieren|verb|to deep fry
94152.0|Boh|noun|Boh
94192.0|der Händler|noun|merchant
94264.0|der Steig|noun|climb
94269.0|losfahren|verb|to drive off
94273.0|hinfahren|verb|to drive to
94294.0|das Terabyte|noun|terabyte
94295.0|ungesehen|adjective|unseen
94309.0|langweilen|verb|to bore
94330.0|hingehen|verb|to go there
94457.0|fantasieren|verb|to fantasize
94485.0|durchfließen|verb|to flow through
94497.0|die Furcht|noun|fear
94598.0|untrennbar|adjective|inseparable
94638.0|tödlich|adjective|deadly
95073.0|die Neugier|noun|curiosity
95087.0|der Bulldozer|noun|bulldozer
95096.0|das Fundament|noun|foundation
95114.0|der Vulkan|noun|volcano
95118.0|die Kontinentalplatte|noun|continental plate
95137.0|die Schokoladenglasur|noun|chocolate glaze
95271.0|Alice|noun|Alice
95339.0|der Sachs|noun|Sachs
95342.0|das Poker|noun|poker
95342.001|der Poker|noun|poker
95407.0|neoliberal|adjective|neoliberal
95414.0|der Weißer|noun|white one
95421.0|Jörg|noun|Jörg
95466.0|das Rettungsboot|noun|lifeboat
95482.0|der Weltkrieg|noun|world war
95485.0|der Jude|noun|Jew
95509.0|das Krisenmanagement|noun|crisis management
95552.0|homosexuell|adjective|homosexual
95686.0|der Klimawandel|noun|climate change
95701.0|die Hepatitis|noun|hepatitis
95721.0|die Kommende|noun|coming
95761.0|der Mascara|noun|mascara
95761.001|die Mascara|noun|mascara
95774.0|das Narrativ|noun|narrative
95774.001|der Narrativ|noun|narrative
95877.0|das Photoshop|noun|Photoshop
95885.0|das Regime|noun|regime
95933.0|der Diesel|noun|diesel
96028.0|Indonesien|noun|Indonesia
96042.0|allergisch|adjective|allergic
96092.0|scrollen|verb|to scroll
96158.0|die Erotik|noun|eroticism
96180.0|das Schlafzimmer|noun|bedroom
96206.0|das Tabu|noun|taboo
96229.0|der Fingernagel|noun|fingernail
96267.0|hilflos|adjective|helpless
96359.0|absehen|verb|to foresee
96374.0|nervös|adjective|nervous
96701.0|der Artikel|noun|article
96730.0|schocken|verb|to shock
96737.0|das Darknet|noun|darknet
96761.0|der Arbeitsmarkt|noun|job market
96804.0|der Poet|noun|poet
96817.0|verbal|adjective|verbal
96909.0|das Trauma|noun|trauma
96948.0|der Leiter|noun|ladder
96948.001|die Leiter|noun|ladder
96949.0|klicken|verb|to click
96958.0|der Führerbunker|noun|Führerbunker
96992.0|braten|verb|to roast
97099.0|beeindrucken|verb|to impress
97103.0|Kosten|noun|costs
97111.0|der Beinbruch|noun|broken leg
97520.0|zurückgeben|verb|to give back
97542.0|vergleichbar|adjective|comparable
97548.0|unerreichbar|adjective|unreachable
97615.0|stetig|adjective|steady
98046.0|er-|prefix|he-
98155.0|knien|verb|to kneel
98179.0|nee|interjection|nah
98191.0|provozieren|verb|to provoke
98244.0|das Stehen|noun|standing
98329.0|das Ghetto|Nomen|the ghetto
98329.001|der Ghetto|noun|ghetto
98332.0|Olde|noun|Olde
98341.0|ärgern|verb|annoy
98408.0|annähen|verb|to sew on
98514.0|das Todesurteil|noun|death sentence
98526.0|theoretisch|adverb|theoretically
98719.0|fatal|adjective|fatal
98725.0|der Todesengel|noun|the angel of death
98775.0|herum|adverb|around
98815.0|todernst|adjective|dead serious
98823.0|der Löffel|noun|spoon
98856.0|das R|noun|R
98862.0|das Prädikat|noun|predicate
98872.0|akkurat|adjective|accurate
98892.0|effektiv|adjective|effective
98917.0|die Spezialität|noun|specialty
99011.0|die Kerze|noun|the candle
99049.0|abbiegen|verb|to turn
99144.0|aushalten|verb|to endure
99247.0|der Sonnenbrand|noun|sunburn
99273.0|die Lehrerin|noun|teacher
99281.0|das ABC|noun|alphabet
99293.0|gebrochen|adjective|broken
99308.0|Nina|noun|Nina
99318.0|das Kiffen|noun|the weed-smoking
99334.0|das Krankenhaus|Nomen|the hospital
99379.0|das Semester|Nomen|the semester
99383.0|der Abschluss|noun|the degree
99390.0|arbeitslos|Adjektiv|unemployed
99406.0|ungewaschen|adjective|unwashed
99565.0|sportlich|adjective|athletic
99590.0|unseriös|adjective|unreliable
99615.0|die Hälfte|Noun|half
99641.0|die Perfektion|noun|perfection
99724.0|Aleppo|noun|Aleppo
99832.0|der Pädagoge|noun|educator
99860.0|der Monteur|noun|mechanic
99917.0|nachmittags|adverb|in the afternoon
99938.0|nütze|verb|use
100019.0|der Ingenieur|noun|engineer
100023.0|der Architekt|noun|architect
100033.0|der Proktologe|Noun|proctologist
100156.0|die Schere|noun|scissors
100200.0|Economy|noun|economy
100218.0|blamieren|verb|to embarrass
100225.0|korrigieren|verb|to correct
100271.0|der Delphin|noun|dolphin
100305.0|die Königin|noun|the queen
100417.0|die Republik|noun|republic
100508.0|mittags|adverb|at noon
100521.0|der Stadtpark|noun|city park
100534.0|das Hormon|noun|hormone
100616.0|der Kaugummi|noun|chewing gum
100616.001|das Kaugummi|noun|chewing gum
100617.0|kauen|verb|to chew
100638.0|der Feed|noun|feed
100677.0|das Tempo|noun|speed
100677.001|der Tempo|noun|speed
100713.0|der Thermostat|noun|the thermostat
100807.0|die Petition|noun|petition
100811.0|adoptieren|verb|to adopt
100825.0|aussaugen|verb|to suck out
100836.0|der Chihuahua|noun|the Chihuahua
100836.001|die Chihuahua|noun|chihuahua
100849.0|der Kosmetiksalon|noun|the beauty salon
100855.0|der Flyer|noun|the flyer
100859.0|das Restaurant|noun|the restaurant
100866.0|der Briefkasten|noun|the mailbox
101309.0|eisig|adjective|icy
101361.0|der Zwitter|noun|hermaphrodite
101537.0|einschlafen|verb|to fall asleep
101636.0|die Tiefe|noun|the depth
101643.0|pulsieren|verb|to pulse
101700.0|donnern|verb|to thunder
101741.0|importieren|verb|to import
101764.0|der Islam|noun|the Islam
101799.0|die Moschee|noun|the mosque
101825.0|der Professor|noun|professor
101827.0|die Currywurst|noun|curry sausage
101828.0|Oettinger|Noun|Oettinger
101942.0|die Fritte|noun|the fry
102062.0|Tanja|noun|Tanja
102065.0|der Steven|noun|stem
102230.0|Katja|noun|Katja
102255.0|der Beamer|noun|projector
102293.0|letzt|adjective|last
102354.0|blühend|adjective|flourishing
102452.0|der Koffer|noun|suitcase
102483.0|die Mahlzeit|noun|the meal
102491.0|inklusive|adjective|inclusive
102497.0|die Suppe|noun|the soup
102509.0|das Maggi|noun|Maggi
102547.0|der Türke|noun|Turk
102556.0|das Letztes|noun|last one
102563.0|der Basar|noun|the bazaar
102652.0|der Benzinpreis|noun|the gas price
102685.0|ausländisch|adjective|foreign
102696.0|der Arbeitsplatz|noun|the workplace
102701.0|Braune|noun|Brown
102751.0|die Koalition|noun|coalition
102881.0|der Spion|noun|spy
102886.0|das Fernglas|noun|binoculars
102971.0|der Busch|noun|the bush
102982.0|der Pop|noun|the pop (music)
103000.0|der Minirock|noun|the miniskirt
103046.0|die E-Mail|noun|the email
103046.001|das E-Mail|noun|the email
103049.0|der Trojaner|noun|trojan
103062.0|gesprächig|adjective|talkative
103068.0|die Kehle|noun|throat
103139.0|das Zitat|noun|quote
103215.0|der Gartenzwerg|noun|garden gnome
103222.0|der Postmann|noun|the postman
103243.0|spannend|adjective|exciting
103427.0|abschneiden|verb|to cut off
103711.0|extraterrestrisch|adjective|extraterrestrial
104463.0|exakt|adjective|exact
104464.0|wissenschaftlich|adjective|scientific
104465.0|die Methode|noun|method
104468.0|fortschrittlich|adjective|progressive
104485.0|die Intuition|noun|intuition
104489.0|die Organisation|noun|organization
104492.0|die Konzentration|noun|concentration
104493.0|das Planen|noun|planning
104516.0|der Okkultist|noun|occultist
104532.0|der Taro|noun|tarot
104541.0|die Deduktion|noun|deduction
104550.0|arktisch|adjective|Arctic
104568.0|die Astrologie|noun|astrology
104570.0|die Alchemie|noun|alchemy
104705.0|aufstehen|verb|to get up
104948.0|das Schreien|noun|screaming
104993.0|die Serie|noun|series
105016.0|exzessiv|adjective|excessive
105043.0|das Sonnenlicht|noun|sunlight
105046.0|die Lethargie|noun|lethargy
105081.0|magnetisch|adjective|magnetic
105124.0|der Burrito|noun|burrito
105216.0|die Amnesie|noun|amnesia
105217.0|das Fiasko|noun|the fiasco
105235.0|normalerweise|adverb|normally
105299.0|massiv|adjective|massive
105300.0|die Aphasie|noun|the aphasia
105376.0|die Attitüde|noun|attitude
105523.0|der Selbsthass|noun|self-hatred
105527.0|projizieren|verb|to project
105558.0|bedeutend|adjective|significant
105573.0|Amerika|noun|America
105596.0|der Psychopath|noun|psychopath
105621.0|Werner|proper noun|Werner
105724.0|die Praxis|noun|the practice
105847.0|das T|noun|T
105894.0|der Fluch|noun|curse
105907.0|Chorus|noun|chorus
105920.0|die Hysterie|noun|hysteria
105966.0|ums|preposition|around (in context: a time or place)
106033.0|der Cheerleader|noun|cheerleader
106050.0|militärisch|adjective|military
106053.0|der Irak|noun|Iraq
106067.0|dies|pronoun|this
106073.0|der Diktator|noun|dictator
106085.0|der Besen|noun|broom
106087.0|arabisch|adjective|Arabic
106099.0|magisch|adjective|magical
106163.0|die Belladonna|noun|belladonna
106369.0|die Empathie|noun|empathy
106375.0|das Bataillon|noun|battalion
106376.0|die Frische|noun|the freshness
106385.0|kreativ|adjective|creative
106404.0|der Profit|noun|the profit
106415.0|korrumpieren|verb|to corrupt
106430.0|ausdrücken|verb|to express
106613.0|vermehren|verb|to increase
106636.0|das Liederbuch|noun|songbook
106648.0|trojanisch|adjective|Trojan
106652.0|biometrisch|adjective|biometric
106666.0|das Händchen|noun|little hand
106673.0|sharen|verb|to share
106720.0|das Himmelslicht|noun|heavenly light
106889.0|wessen|pronoun|whose
106890.0|Kuwait|noun|Kuwait
106894.0|as|preposition|as
