speech_part|word_de|word_en
verb|steigern, steigert, steigerte, hat gesteigert|to increase, raise
die|die Übersetzung, -en|translation
adv|womöglich|possibly
das|das Argument, -e|argument
verb|berühren, berührt, berührte, hat berührt|to touch
das|das Kino, -s|cinema, movie theater
die|die Dauer, -n|duration, length
verb|klappen, klappt, klappte, hat geklappt|to fold, go smoothly, work (out)
das|Polen|Poland
adj|golden|gold, golden
verb|klären, klärt, klärte, hat geklärt|to clear up, clarify, resolve
adj|sauber|clean
der|der Bahnhof, -̈e|(railway) station
die|die Bewertung, -en|assessment, evaluating, evaluation
die|die Messung, -en|measuring, measurement
adj|gewaltig|enormous, tremendous, powerful
adj|relevant|relevant
das|Israel|Israel
die|die Lippe, -n|lip
die|BRD (Bundesrepublik Deutschland)|Federal Republic (of Germany)
der|der Charakter, -e|character
verb|antreten, tritt an, trat an, hat angetreten|to take up, start
die|die Lehre, -n|apprenticeship, lesson, doctrine
verb|aufpassen, passt auf, passte auf, hat aufgepasst|to pay attention, take care
die|die Verletzung, -en|injury
die|CSU (Christlich-Soziale Union)|CSU
der|der Direktor, -en|director
verb|enttäuschen, enttäuscht, enttäuschte, hat enttäuscht|to disappoint
verb|fangen, fängt, fing, hat gefangen|to catch
die|die Träne, -n|tear
adj|damalig|at that time
num|dreißig|thirty
adj|mathematisch|mathematical
die|die Pflicht, -en|duty
verb|realisieren, realisiert, realisierte, hat realisiert|to realize, bring about
verb|einrichten, richtet ein, richtete ein, hat eingerichtet|to furnish
der|der Käufer, -|buyer
das|das Rennen, -|race
der|der Täter, -|culprit, perpetrator
verb|befreien, befreit, befreite, hat befreit|to free
verb|ordnen, ordnet, ordnete, hat geordnet|to arrange, sort
die|die Bezeichnung, -en|name, term
verb|verteidigen, verteidigt, verteidigte, hat verteidigt|to defend
der|der Anlass, -̈e|occasion, cause
adj|medial|media
adj|hauptsächlich|mainly, mostly
der|der Hersteller, -|manufacturer, producer
adv|normalerweise|normally, usually
das|das Motiv, -e|motive
die|die Auswahl, -en|choice, selection
verb|markieren, markiert, markierte, hat markiert|to mark
adj|mehrfach|multiple, several
der|der Rang, -̈e|standing, status
verb|rennen, rennt, rannte, ist gerannt|to run
verb|herausfinden, findet heraus, fand heraus, hat herausgefunden|to find out
adv|nahezu|nearly, almost
verb|benennen, benennt, benannte, hat benannt|to name
die|die Schrift, -en|script, handwriting
die|die Silbe, -n|syllable
der|der Anstieg, -e|rise, increase
die|die Kurve, -n|curve, turn
der|der Auftritt, -e|appearance, entrance
verb|integrieren, integriert, integrierte, hat integriert|to integrate
die|die Saga, -s|saga
verb|anmelden, meldet an, meldete an, hat angemeldet|to register, sign up
adj|gerecht|just, fair
adj|unendlich|endless, infinite
der|der Bundestag, -e|Bundestag
adj|literarisch|literary
das|das Bewusstsein, -e|consciousness
die|die Stiftung, -en|foundation, institute, donation
die|die Erhöhung, -en|increase
die|die GmbH, -s|limited liability company, Ltd
adj|ungewöhnlich|unusual
das|das Fest, -e|festival, celebration
die|die Anforderung, -en|requirement, demand, standard
adj|männlich|male
das|das Training, -s|training
verb|vorgehen, geht vor, ging vor, ist vorgegangen|to go on, go ahead, be fast, have priority
die|die Arbeitslosigkeit|unemployment
das|das Brot, -e|bread
die|die Geburt, -en|birth
der|der Hunger|hunger
adj|jüdisch|Jewish
das|das Umfeld, -er|milieu, environment
adv|allzu|overly
der|der Graf, -en|count, earl
das|Indien|India
verb|lohnen (sich), lohnt, lohnte, hat gelohnt|to be worth it
adj|optisch|optical, visual
adj|militärisch|military
die|die Mühe, -n|effort, trouble
verb|unterbrechen, unterbricht, unterbrach, hat unterbrochen|to interrupt
adj|grundlegend|basic, fundamental
das|das Boot, -e|boat
das|das Dutzend, -e|dozen
verb|zurückziehen, zieht zurück, zog zurück, hat zurückgezogen|to withdraw
verb|klopfen, klopft, klopfte, hat geklopft|to knock, beat
verb|nachweisen, weist nach, wies nach, hat nachgewiesen|to prove
die|die Wolke, -n|cloud
verb|aufmachen, macht auf, machte auf, hat aufgemacht|to open
verb|kennzeichnen, kennzeichnet, kennzeichnete, hat gekennzeichnet|to characterize, mark
die|die Jugend|youth
verb|wundern (sich), wundert, wunderte, hat gewundert|to be surprised, wonder
die|die Interpretation, -en|interpretation
die|die Leber, -n|liver
die|die Stellung, -en|position, standing
verb|aufheben, hebt auf, hob auf, hat aufgehoben|to pick up, keep, lift
die|die Belastung, -en|load, strain
adj|heilig|holy
der|der Umfang, -̈e|circumference, size, extent, length
die|die Beobachtung, -en|observation
verb|erfinden, erfindet, erfand, hat erfunden|to invent
verb|erfordern, erfordert, erforderte, hat erfordert|to require, demand
der|der Gebrauch, -̈e|use
der|der Landtag, -e|parliament
der|der Verkehr, -e|traffic
verb|aufhalten, hält auf, hielt auf, hat aufgehalten|to stop, hold up, delay
verb|schneiden, schneidet, schnitt, hat geschnitten|to cut
der|der Kauf, -̈e|purchase
das|das Öl, -e|oil
der|der Betrag, -̈e|amount
verb|herauskommen, kommt heraus, kam heraus, ist herausgekommen (rauskommen)|to come out
das|das Fahrrad, -̈er|bicycle
die|die Koordination, -en|coordination
die|die Nutzung, -en|use
der|der Park, -s|park
verb|resultieren, resultiert, resultierte, hat resultiert|to result
verb|schmecken, schmeckt, schmeckte, hat geschmeckt|to taste
verb|starren, starrt, starrte, hat gestarrt|to stare
verb|verpassen, verpasst, verpasste, hat verpasst|to miss
verb|vorwerfen, wirft vor, warf vor, hat vorgeworfen|to accuse, reproach
der|der Bauch, -̈e|belly
der|der Verkauf, -̈e|sale
die|die Vorbereitung, -en|preparation
verb|ausrichten, richtet aus, richtete aus, hat ausgerichtet|to tell, align, line up, send
verb|rühren, rührt, rührte, hat gerührt|to stir, move
der|der Trend, -s|trend
verb|aktivieren, aktiviert, aktivierte, hat aktiviert|to mobilize, activate
der|der Mechanismus, -en|mechanism
der|der Nutzen, -|benefit, profit, use
die|die Hose, -n|trousers, pants
verb|lügen, lügt, log, hat gelogen|to (tell a) lie
verb|ansetzen, setzt an, setzte an, hat angesetzt|to position, estimate, fix
adj|arabisch|Arabian, Arabic
das|arabisch|Arabic
verb|mischen, mischt, mischte, hat gemischt|to mix, blend
verb|beruhen, beruht, beruhte, hat beruht|to be based
das|Japan|Japan
die|die City, -s|city center
die|die Klausur, -en|exam
adv|innen|inside
die|die Membran, -en|membrane
das|das Metall, -e|metal
das|das Netzwerk, -e|network
adj|systematisch|systematic
die|die Technologie, -n|technology
die|die Trennung, -en|separation
die, das|die E-Mail, -s|e-mail
verb|mitmachen, macht mit, machte mit, hat mitgemacht|to join in, take part
der|der Manager, -|manager
die|die Oma, -s|grandma
die|die Umfrage, -n|survey
die|die Operation, -en|operation, surgery
die|die Probe, -n|sample, test, rehearsal
verb|bedienen, bedient, bediente, hat bedient|to serve, operate
der|der Mut|courage
adj|nachhaltig|lasting, sustainable
verb|zusehen, sieht zu, sah zu, hat zugesehen|to watch
verb|bevorzugen, bevorzugt, bevorzugte, hat bevorzugt|to prefer
adv|hierzu|with it, concerning this
der|der Fischer, -|fisherman
der|der Ruf, -e|reputation, call
die|die Überlegung, -en|thought, thinking
die|die Begegnung, -en|encounter, meeting
der|der Schlag, -̈e|blow
adv|daraufhin|as a result
die|die Handlung, -en|action, plot
die|die Marke, -n|brand, stamp
verb|angreifen, greift an, griff an, hat angegriffen|to attack
verb|finanzieren, finanziert, finanzierte, hat finanziert|to finance
adv|freilich|of course
die|die Hinsicht, -en|respect
der|der Schlüssel, -|key
verb|deuten, deutet, deutete, hat gedeutet|to point, indicate, interpret
adj|glatt|smooth, slippery
adj|schrecklich|terrible
adj|weich|soft
die|die Klinik, -en|clinic, hospital
adj|bedeutend|important, significant
das|das Organ, -e|organ
verb|besprechen, bespricht, besprach, hat besprochen|to discuss
die|die Oberfläche, -n|surface
der|der Standort, -e|site, location
der|der Zufall, -̈e|chance, coincidence
die|die Armee, -n|army
adj|kräftig|strong
der|der Nerv, -en|nerve
die|die Niederlage, -n|defeat
der|der Termin, -e|appointment, date
adj|angenehm|pleasant
die|die Synthese, -n|synthesis
das|das Drama, -en|drama
der|der Konsum|consumption
die|die Vorschrift, -en|instruction, regulation
adj|winzig|tiny
der|der Flug, -̈e|flight
das|das Holz, -̈er|wood
adj|künstlerisch|artistic
die|die Förderung, -en|support, promotion, funding
der|der Impuls, -e|stimulus, impulse
die|die Planung, -en|planning, plan
der|der Verdacht, -e|suspicion
verb|vorgeben, gibt vor, gab vor, hat vorgegeben|to use as an excuse, set in advance, pretend
der|der Witz, -e|joke
adj|aufmerksam|attentive
der|der Mangel, -̈|lack, shortage, defect
verb|ausführen, führt aus, führte aus, hat ausgeführt|to carry out, perform
adj|analog|analog, analogous
verb|befürchten, befürchtet, befürchtete, hat befürchtet|to fear
prep|hinsichtlich|with regard to
die|die Katze, -n|cat
adj|äußere (r, s)|outer, external
die|die Halle, -n|hall
die|die Häufigkeit, -en|frequency
das|das Kapital, -e|capital
die|die Revolution, -en|revolution
verb|zuordnen, ordnet zu, ordnete zu, hat zugeordnet|to assign, classify
verb|aussetzen, setzt aus, setzte aus, hat ausgesetzt|to suspend, expose, skip, sit out
der|der Lohn, -̈e|wage, pay, reward
das|das Vermögen, -|assets, fortune, ability
die|die Verwaltung, -en|administration
conj|zumal|particularly, especially
das|das Kohlenstoffdioxid|carbon dioxide
adj|ordentlich|neat, proper, orderly
verb|stoppen, stoppt, stoppte, hat gestoppt|to stop
der|der Bundeskanzler, -|federal chancellor
der|der Rat, -̈e|advice
der|der Bewohner, -|inhabitant, resident, occupant
adj|gewöhnlich|usual
adj|großartig|great, splendid, superb, terrific
verb|trainieren, trainiert, trainierte, hat trainiert|to train, coach
die|die Variante, -n|variant, variation
das|das Medikament, -e|medicine, drug
der|der Ring, -e|ring
adj|beliebig|any, as you like
das|HGB (Handelsgesetzbuch)|Commercial Code
verb|versetzen, versetzt, versetzte, hat versetzt|to move, transfer
verb|verurteilen, verurteilt, verurteilte, hat verurteilt|to condemn
das|das Vorjahr, -e|previous year
adj|gezielt|targeted, purposeful, pointed, well- aimed
die|die Kommune, -n|municipality, local authority
der|der Mord, -e|murder
adj|extern|external
die|die Partie, -n|game
adj|stetig|constant
adj|dumm|stupid
verb|erwidern, erwidert, erwiderte, hat erwidert|to reply
die|die Identität, -en|identity
der|der Stock, -̈e|stick, floor
das|das Gefäß, -e|vessel
verb|atmen, atmet, atmete, hat geatmet|to breathe
die|die Milch, -e|milk
die|die Tiefe, -n|depth
verb|unternehmen, unternimmt, unternahm, hat unternommen|to undertake, do, take action
adj|moralisch|moral
pron|selbe (r, s)|same
verb|stärken, stärkt, stärkte, hat gestärkt|to strengthen
der|Millimeter, mm|millimeter
die|FDP (Freie Demokratische Partei)|FDP
der|der Konsument, -en|consumer
die|die Reform, -en|reform
der|der Richter, -|judge
verb|verwandeln, verwandelt, verwandelte, hat verwandelt|to transform, turn into
verb|streiten, streitet, stritt, hat gestritten|to quarrel, argue
verb|widmen, widmet, widmete, hat gewidmet|to dedicate
verb|bereitstellen, stellt bereit, stellte bereit, hat bereitgestellt|to provide, put on
verb|hinterlassen, hinterlässt, hinterließ, hat hinterlassen|to leave
verb|analysieren, analysiert, analysierte, hat analysiert|to analyze
der|der Gipfel, -|peak, summit
der|der Nachteil, -e|disadvantage
adv|versus|versus
adj|vertraut|familiar, close
das|das Baby, -s|baby
die|die Sitzung, -en|meeting, session
adj|sportlich|athletic
die|die Wärme|warmth, heat
adj|eventuell|possible
die|die Gemeinschaft, -en|community
verb|kennenlernen, lernt kennen, lernte kennen, hat kennengelernt|to meet, get to know
der|der Unternehmer, -|entrepreneur, employer
die|die Dienstleistung, -en|service
adj|intern|internal
der|der Investor, -en|investor
die|die Periode, -n|period
adj|schriftlich|written
adj|genetisch|genetic
der|der Einwohner, -|inhabitant
verb|testen, testet, testete, hat getestet|to test
verb|umgeben, gibt um, gab um, hat umgegeben|to surround, enclose
adj|lebendig|living, lively
verb|waschen, wäscht, wusch, hat gewaschen|to wash
das|das Hormon, -e|hormone
das|das Lebensmittel, -|food
die|die Zeile, -n|line
verb|belasten, belastet, belastete, hat belastet|to load, burden
adj|braun|brown
die|die Ehe, -n|marriage
der|der Passagier, -e|passenger
die|die Kindheit|childhood
das|Ungarn|Hungary
der|der Verbraucher, -|consumer
die|die Vielfalt|diversity, variety
die|die Entschuldigung, -en|apology, excuse
verb|flüstern, flüstert, flüsterte, hat geflüstert|to whisper
adv|geradezu|downright
die|die Koalition, -en|coalition
die|die Mischung, -en|mixture, blend, combination
adj|zukünftig|future
verb|erledigen, erledigt, erledigte, hat erledigt|to settle, take care
die|die Existenz, -en|existence
der|der Geruch, -̈e|smell
verb|herkommen, kommt her, kam her, ist hergekommen|to come here
der|der Sitz, -e|seat, headquarters
die|die Serie, -n|series
verb|ahnen, ahnt, ahnte, hat geahnt|to sense, suspect
die|die Entfernung, -en|distance
verb|stützen, stützt, stützte, hat gestützt|to support, base on
die|die Wahrnehmung, -en|perception
die|die Liga, -en|league
der|der Schlaf|sleep
verb|einschränken, schränkt ein, schränkte ein, hat eingeschränkt|to restrict, reduce
die|die Kette, -n|chain
die|die Säure, -n|acid
die|die Strafe, -n|punishment, penalty
der|der Franzose, -n|Frenchman, French
das|das Konzert, -e|concert
der|der Kontext, -e|context
der|der Transport, -e|transportation
verb|abbauen, baut ab, baute ab, hat abgebaut|to reduce, dismantle
verb|anregen, regt an, regte an, hat angeregt|to encourage, suggest, stimulate
verb|aufwachsen, wächst auf, wuchs auf, ist aufgewachsen|to grow up
verb|beherrschen, beherrscht, beherrschte, hat beherrscht|to control, rule, master
das|Island|Iceland
das|das Kreuz, -e|cross
der|der Motor, -en|motor, engine
die|die Sendung, -en|broadcast
die|die Aktie, -n|share
adv|höchstens|at most
adj|trocken|dry
die|die Ukraine|Ukraine
die|die Wechselwirkung, -en|interaction
die|die Bibliothek, -en|library
adv|ebenda|ibidem, at the same place
adv|hoffentlich|hopefully
der, die|die Erwachsene|adult, grown-up
die|WM (Weltmeisterschaft)|world championship
verb|zurückführen, führt zurück, führte zurück, hat zurückgeführt|to attribute, trace back
das|das Bruttoinlandsprodukt, -e|gross domestic product, GDP
adj|friedlich|peaceful
der|der Verkäufer, -|salesman, seller
adj|vernünftig|sensible, reasonable
die|die Matrix, -zen|matrix
verb|abholen, holt ab, holte ab, hat abgeholt|to get, fetch, pick up
adj|gegenwärtig|present, current
der|der Organismus, -en|organism
die|die Ressource, -n|resource
verb|trauen, traut, traute, hat getraut|to trust, dare to
das|das Vorbild, -er|role model, example
verb|vorlegen, legt vor, legte vor, hat vorgelegt|to present, provide, produce
adj|wahnsinnig|insane
adj|erstaunlich|astonishing
verb|grinsen, grinst, grinste, hat gegrinst|to grin
der|der Koffer, -|suitcase
adj|emotional|emotional
verb|erstellen, erstellt, erstellte, hat erstellt|to build, draw up, produce
num|fünfzig|fifty
die|die Kugel, -n|ball, sphere, bullet
das|das Rad, -̈er|wheel
verb|ausbauen, baut aus, baute aus, hat ausgebaut|to extend, expand, enlarge
verb|anzeigen, zeigt an, zeigte an, hat angezeigt|to report, sue, indicate, show
der|der Schwerpunkt, -e|focus, main emphasis, center of gravity
die|die Überzeugung, -en|conviction
die|die Ableitung, -en|derivation
verb|aussteigen, steigt aus, stieg aus, ist ausgestiegen|to get off, get out
das|das Chromosom, -en|chromosome
adj|vergleichbar|comparable
verb|anhören, hört an, hörte an, hat angehört|to listen to
die|die Tonne, -n|ton, barrel, bin
verb|verleihen, verleiht, verlieh, hat verliehen|to lend, award
der|der Arbeiter, -|worker
der|das Bord, -e|board
verb|entspannen, entspannt, entspannte, hat entspannt|to relax
adv|kürzlich|recently
verb|beurteilen, beurteilt, beurteilte, hat beurteilt|to assess, judge
verb|raten, rät, riet, hat geraten|to advise, guess
der|der Schnitt, -e|cut
adj|wertvoll|valuable
der|der Erzähler, -|storyteller, narrator
das|das Gold|gold
adj|umstritten|disputed
verb|aufsteigen, steigt auf, stieg auf, ist aufgestiegen|to rise (up), move up
adj|biologisch|biological
adj|vielfältig|diverse, varied
adj|wirksam|effective
verb|überlassen, überlässt, überließ, hat überlassen|to leave
verb|identifizieren, identifiziert, identifizierte, hat identifiziert|to identify
