|word|part_of_speech|lemma
43474|Cannabinoid|Substantiv|das Cannabinoid
43496|Teenie-Blog|Substantiv|der Teenie-Blog
43581|Pfeifen|Verb|pfeifen
43636|einr|Verb|einreißen
43703|Blagen|Substantiv|die Blagen
43710|yüah|Interjektion|yüah
43764|Geflogen|Verb|fliegen
43765|Legt|Verb|legen
43771|Deinn|Substantiv|dein
43781|Lizzard|Substantiv|Lizzard
43825|Drive-in|Substantiv|das Drive-in
43835|Lizzard-Gang-Überfall|Substantiv|der Lizzard-Gang-Überfall
43839|Group|Substantiv|die Group
43841|wie|Pronomen|wie
43843|Blue|Substantiv|die Blue
43846|BMG|Substantiv|BMG
43853|bloomen|Verb|blühen
43884|farbenlos|Adjektiv|farbenlos
43908|Roofs|Substantiv|die Roofs
43917|Balenciaga-Shirt|Substantiv|das Balenciaga-Shirt
43919|Bottega-Veneta-Schuh|Substantiv|der Bottega-Veneta-Schuh
43930|Terrorcrew|Substantiv|die Terrorcrew
43941|Vorstandsposition|Substantiv|die Vorstandsposition
43944|Drive-by|Substantiv|das Drive-by
43948|Bonzen-Avenue|Substantiv|die Bonzen-Avenue
43952|Brennnesselsame|Substantiv|das Brennnesselsame
43961|Abgleise|Substantiv|das Abgleise
43963|Gebäudeschatte|Substantiv|die Gebäudeschatte
43967|euren|Pronomen|euren
44001|zurückbringn|Verb|zurückbringen
44003|80er|Substantiv|die 80er
44063|air|Substantiv|die Air
44064|Aviator|Substantiv|der Aviator
44088|Streuen|Verb|streuen
44176|verspätet|Adjektiv|verspätet
44182|Kuck|Verb|gucken
44187|Treten|Verb|treten
44199|gestartet|Verb|starten
44213|übl|Adjektiv|übel
44215|Legen|Verb|legen
44225|pfiuu|Interjektion|pfiuu
44234|Brauchen|Verb|brauchen
44238|Spar|Adjektiv|spar
44242|dieselschluckend|Adjektiv|dieselschluckend
44246|ext|Verb|ex
44247|Verstehste|Verb|verstehen
44271|chille|Verb|chillen
44273|grill|Verb|grillen
44275|zerknüll|Verb|zerknüllen
44276|Leasing-Verträge|Substantiv|der Leasing-Vertrag
44358|roooooollen|Verb|rollen
44376|rooororororolln|Verb|rollen
44390|Körperkontur|Substantiv|die Körperkontur
44391|Unbeschwert|Adjektiv|unbeschwert
44421|by|Pronomen|by
44424|Chabo|Substantiv|Chabo
44433|Canos|Substantiv|Canos
44443|Beuys|Substantiv|Beuys
44468|Irgendjemand|Pronomen|irgendjemand
44570|Vida|Substantiv|die Vida
44571|loca|Adjektiv|loca
44575|Weiber|Substantiv|die Weiber
44609|Mukke|Substantiv|die Mukke
44650|Zocke|Verb|zocken
44663|Bekam|Verb|bekommen
44666|Traf|Verb|treffen
44676|Yüah|Interjektion|yüah
44703|Pokemonkarten|Substantiv|die Pokemonkarten
44730|abreiß|Verb|abreißen
44783|Excel-Liste|Substantiv|die Excel-Liste
44799|25|Numeral|25
44802|200|Numeral|200
44805|Mein|Pronomen|mein
44854|Beast|Substantiv|das Beast
44862|Paparazzi|Substantiv|die Paparazzi
44873|abmüsst|Verb|abmüssen
44884|gottesgleich|Adjektiv|gottesgleich
44889|Servus|Interjektion|servus
44891|Hallelujah|Interjektion|hallelujah
44898|Tragen|Verb|tragen
44919|abLegen|Verb|ablegen
44927|Clubtoilettendeckel|Substantiv|der Clubtoilettendeckel
44936|Sektentreffen|Substantiv|das Sektentreffen
44943|Porzellanaltar|Substantiv|der Porzellanaltar
44946|Partygott|Substantiv|der Partygott
44965|Unsre|Pronomen|unsre
44973|Geweihte|Adjektiv|geweiht
44974|Sollen|Verb|sollen
44982|Drück|Verb|drücken
44987|drop|Verb|drop
44994|Partykirche|Substantiv|die Partykirche
45058|Noahs|Substantiv|Noahs
45097|meiseln|Verb|meißeln
45179|Berghain|Substantiv|Berghain
45191|Bull|Substantiv|der Bull
45199|rumführen|Verb|rumführen
45223|every|Pronomen|every
45226|Seht|Verb|sehen
45303|Thrones|Substantiv|die Thrones
45326|Sozialer|Adjektiv|sozial
45336|Kraftklub|Substantiv|Kraftklub
45346|Wars|Verb|sein
45367|Potter|Substantiv|der Potter
45373|Äußerliche|Adjektiv|äußerlich
45376|Cruciatusfluch|Substantiv|der Cruciatusfluch
45404|auffällst|Verb|auffallen
45489|isen|Verb|sein
45507|Lautet|Verb|lauten
45508|Leugne|Verb|leugnen
45545|auffällen|Verb|auffallen
45573|wirksn|Verb|wirken
45599|wegKommt|Verb|wegkommen
45616|Reichelt|Substantiv|Reichelt
45622|Forster|Substantiv|Forster
45626|Drastische|Adjektiv|drastisch
45637|rechte|Adjektiv|recht
45648|Werde|Verb|werden
45737|Uncle|Substantiv|Uncle
45794|Wisst|Verb|wissen
45827|Guantanamo|Substantiv|Guantanamo
45854|totschlag|Substantiv|der Totschlag
45867|Schärfste|Adjektiv|schärfste
45993|schelgan|Verb|schelgen
46001|Bay|Substantiv|die Bay
46030|Friedensdynamik|Substantiv|die Friedensdynamik
46034|Amnesty|Substantiv|Amnesty
46134|reinGeh|Verb|reingehen
46161|loslass|Verb|loslassen
46183|pennst|Verb|pennen
46199|gedacht|Verb|denken
46202|Spür|Verb|spüren
46216|kauf|Verb|kaufen
46221|wünsch|Verb|wünschen
46224|kämst|Verb|kommen
46236|ausgeb|Verb|ausgeben
46259|Nachbus|Substantiv|der Nachbus
46276|Kanns|Verb|können
46286|Leg|Verb|legen
46344|mitwünsch|Verb|mitwünschen
46349|Momentan|Adjektiv|momentan
46436|Wolkenlos|Adjektiv|wolkenlos
46438|ozeanblau|Adjektiv|ozeanblau
46505|vergiben|Verb|vergeben
46628|Oh-oh|Interjektion|oh-oh
46629|Oh-la-la-la-loh|Interjektion|oh-la-la-la-loh
46636|fehlst|Verb|fehlen
46658|Nahm|Verb|nehmen
46807|Blind|Adjektiv|blind
46917|Erklang|Verb|erklingen
46932|Setzen|Verb|setzen
47035|come|Verb|kommen
47036|blöder|Adjektiv|blöd
47038|fall|Substantiv|der Fall
47045|standing|Verb|stehen
47046|tall|Adjektiv|hoch
47052|must|Verb|müssen
47058|absagn|Verb|absagen
47087|Gekommen|Verb|kommen
47168|Wiedersehn|Substantiv|das Wiedersehn
47173|Reicht|Verb|reichen
47175|wehend|Adjektiv|wehend
47178|unterzugehn|Verb|untergehen
47179|hochLebeen|Verb|hochleben
47182|kommeen|Verb|kommen
47294|end|Verb|enden
47295|near|Adverb|nahe
47296|now|Adverb|jetzt
47298|face|Substantiv|das Gesicht
47301|curtain|Substantiv|der Vorhang
47569|sing|Verb|singen
47598|rumsessen|Verb|rumsitzen
47602|erinner|Verb|erinnern
47657|wolltest|Verb|wollen
47717|träum|Verb|träumen
47745|Steht|Verb|stehen
47752|reinlass|Verb|reinlassen
47775|festbleib|Verb|festbleiben
47787|bleibst|Verb|bleiben
47833|kommst|Verb|kommen
47860|Autsch|Interjektion|autsch
47928|gelegenkommst|Verb|gelegenkommen
47953|bliebe|Verb|bleiben
47983|hinkrieg|Verb|hinkriegen
48006|eign|Verb|eignen
48007|Pokerrund|Substantiv|die Pokerrunde
48008|Psychoanalysestund|Substantiv|die Psychoanalysestunde
48009|Trag|Verb|tragen
48019|Besiegen|Verb|besiegen
48028|verziehen|Verb|verzeihen
48046|abnehm|Verb|abnehmen
48059|scheitern|Verb|scheitern
48061|käm|Verb|kommen
48066|Ref|Substantiv|das Ref
48109|vertan|Verb|vergehen
48121|Meditieren|Verb|meditieren
48141|Käptn|Substantiv|der Käptn
48145|Gerät|Substantiv|das Gerät
48152|Führ|Verb|führen
48157|Krisen|Substantiv|die Krise
48158|Spionieren|Verb|spionieren
48162|einStell|Substantiv|die Stellung
48166|rausschmeißen|Verb|rausschmeißen
48169|reinFahren|Verb|reinfahren
48191|auslachen|Verb|auslachen
48195|anlügen|Verb|anlügen
48220|alleinegehen|Verb|alleine gehen
48245|probieren|Verb|probieren
48257|wissen|Verb|wissen
48270|schmeißen|Verb|schmeißen
48283|mucken|Verb|mucken
48289|vorbeifahren|Verb|vorbeifahren
48313|wechseln|Verb|wechseln
48315|einHaust|Verb|ein Haust
48321|fünfundzwanzig|Numeral|fünfundzwanzig
48323|Muskel-Otto|Substantiv|der Muskel-Otto
48335|P99|Substantiv|P99
48336|P-P-Polizei|Substantiv|die P-P-Polizei
48349|brechen|Verb|brechen
48359|110|Numeral|110
48376|Maschti|Substantiv|die Maschti
48433|Polizistensohn|Substantiv|der Polizistensohn
48441|zahlen|Verb|zahlen
48442|Höchststeuersatz|Substantiv|der Höchststeuersatz
48449|Polizei-Partypower|Substantiv|die Polizei-Partypower
48457|Pferdeschwänze|Substantiv|die Pferdeschwänze
48458|Fliehen|Verb|fliehen
48487|Gangster-Ehre|Substantiv|die Gangster-Ehre
48507|Gassi-Gassi-Runde|Substantiv|die Gassi-Gassi-Runde
48517|heulen|Verb|heulen
48523|WhatsApp-Gruppe|Substantiv|die WhatsApp-Gruppe
48596|rufen|Verb|rufen
48607|Gewahrsamszelle|Substantiv|die Gewahrsamszelle
48613|freigehen|Verb|freigehen
48637|belauschen|Verb|belauschen
48640|LIDL|Substantiv|LIDL
48641|Connect|Substantiv|Connect
48670|BePo|Substantiv|die BePo
48681|Beppo|Substantiv|Beppo
48684|lutschen|Verb|lutschen
48686|Tonfa|Substantiv|die Tonfa
48705|Goofie|Substantiv|Goofie
48706|liegen|Verb|liegen
48710|Gina-Lisa|Substantiv|Gina-Lisa
48712|Roofie|Substantiv|Roofie
48737|allerbeste|Adjektiv|allerbest
48838|Torsten|Substantiv|Torsten
48847|Polizeikeller|Substantiv|der Polizeikeller
48868|sein|Verb|sein
48897|Exekutieren|Verb|exekutieren
48918|Machiavelli-Theorie|Substantiv|die Machiavelli-Theorie
48919|Bürgermeister-Praxis|Substantiv|die Bürgermeister-Praxis
48945|Rattenfängerpfeife|Substantiv|die Rattenfängerpfeife
48951|Bürgermeisterseife|Substantiv|die Bürgermeisterseife
48952|Mhm|Interjektion|mh
48964|Lyric|Substantiv|die Lyric
48968|stimmen|Verb|stimmen
48976|aufstehen|Verb|aufstehen
49038|Zerlegen|Verb|zerlegen
49046|Infratest|Substantiv|Infratest
49052|dich|Pronomen|du
49053|Yarak|Substantiv|Yarak
49058|Genick|Substantiv|das Genick
49072|Nuhr|Substantiv|Nuhr
49073|Ahi|Interjektion|ahi
49077|zerbohren|Verb|zerbohren
49086|geboren|Verb|geboren
49100|leihen|Verb|leihen
49117|Seife|Substantiv|die Seife
49123|Kids-aus-den-Blocks-Blick|Substantiv|der Kids-aus-den-Blocks-Blick
49199|Heititei-Gelaber|Substantiv|das Heititei-Gelaber
49204|Mighty|Adjektiv|mighty
49219|Kompromissen|Substantiv|die Kompromissen
49245|Hahaha|Interjektion|hahaha
49246|tun|Verb|tun
49247|quoque|Adverb|quoque
49249|fili|Substantiv|fili
49251|Knips|Verb|knipsen
49258|Vanilli|Substantiv|Vanilli
49259|Zerbeißen|Verb|zerbeißen
49260|al|Artikel|al
49261|dente|Substantiv|der Dente
49262|Scheißargument|Substantiv|das Scheißargument
49267|Bürgermeister-Meister|Substantiv|der Bürgermeister-Meister
49378|Zwinker-Zwinker|Substantiv|der Zwinker-Zwinker
49405|habt|Verb|haben
49465|Mono-|Substantiv|Mono
49475|hätt's|Verb|haben
49485|jetzt|Adverb|jetzt
49486|jetzt|Adverb|jetzt
49539|lernen|Verb|lernen
49590|abgehen|Verb|abgehen
49593|flippen|Verb|flippen
49602|Charts|Substantiv|die Charts
49626|spenden|Verb|spenden
49631|sinnen|Verb|sinnen
49643|mitsichern|Verb|mitsichern
49645|summen|Verb|summen
49656|Riesen-|Substantiv|der Riese
49677|kapiert|Verb|kapieren
49689|frustrieren|Verb|frustrieren
49691|sween|Verb|sween
49703|irgend-|Pronomen|irgend
49715|halten|Verb|halten
49719|warten|Verb|warten
49726|hattet's|Verb|haben
49750|können|Verb|können
49785|Yes|Interjektion|yes
49787|yaw|Interjektion|yaw
49796|Walkin|Verb|walken
49799|street|Substantiv|die street
49801|hören|Verb|hören
49803|sagen|Verb|sagen
49811|Smudo|Substantiv|Smudo
49812|too|Adverb|too
49813|machen|Verb|machen
49814|machen|Verb|machen
49816|records|Substantiv|die records
49819|FUCK|Interjektion|fuck
49820|YOU|Pronomen|du
49827|Phallus-|Substantiv|der Phallus
49845|quo|Adverb|quo
49846|vadis|Verb|vadi
49847|wahr|Adjektiv|wahr
49865|Platinplatte|Substantiv|die Platinplatte
49970|RAUM27|Substantiv|RAUM27
49974|greifen|Verb|greifen
49989|auffressen|Verb|auffressen
49992|Reg|Substantiv|Reg
50002|verhau|Substantiv|der Verhau
50008|Pepsiflaschen|Substantiv|die Pepsiflaschen
50009|Pfandtastisch|Adjektiv|pfandtastisch
50014|rauchend|Adjektiv|rauchend
50050|händeringend|Adjektiv|händeringend
50075|wagen|Verb|wagen
50086|du-u-u-u|Pronomen|du
50087|nichtglauben|Verb|nicht glauben
50091|lächelst|Verb|lächeln
50104|nichtglaubst|Verb|nicht glauben
50125|vermiss|Verb|vermissen
50130|nichtmal|Adverb|nicht mal
50149|biovegan|Adjektiv|biovegan
50156|loshaspeln|Verb|loshaspeln
50162|Doubletimemodus|Substantiv|der Doubletimemodus
50190|ausgehst|Verb|ausgehen
50224|maaaaag|Interjektion|maaaaag
50240|lächelsn|Verb|lächeln
50259|Oooooooh|Interjektion|ooooooh
50261|Ich-hab|Verb|haben
50268|Ha-Ha-Ha-Ha|Interjektion|ha-ha-ha-ha
50361|Darf|Verb|dürfen
50375|Rotkarierter|Adjektiv|rotkarierter
50383|willkommn|Verb|willkommen
50391|la-la-la-la-la-la|Interjektion|la-la-la-la-la-la
50396|dem|Artikel|dem
50404|trübe|Adjektiv|trüb
50422|Karmakonto|Substantiv|das Karmakonto
50425|Waffenspeicher|Substantiv|der Waffenspeicher
50482|La-la-la-la-la|Interjektion|la-la-la-la-la
50484|la-la-la-la-la|Interjektion|la-la-la-la-la
50493|Revolutionierte|Verb|revolutionieren
50501|einschlafn|Verb|einschlafen
50587|färbst|Verb|färben
50592|Färbst|Verb|färben
50602|deim|Pronomen|dein
50609|Zweifel|Substantiv|der Zweifel
50614|alleine|Adjektiv|allein
50633|la-la|Interjektion|la-la
50644|Lil|Substantiv|Lil
50645|Peep|Substantiv|Peep
50812|Heh|Interjektion|heh
50817|Carlo|Substantiv|Carlo
50846|Hi|Interjektion|hi
50891|spitten|Verb|spitten
50900|Verrätst|Verb|verraten
50915|Och|Interjektion|och
50945|Mum|Substantiv|die Mum
50968|renn|Verb|rennen
50975|schrei|Verb|schreien
50984|Cro|Substantiv|Cro
51079|Up|Interjektion|up
51089|überroll|Verb|überrollen
51110|Leichenlager|Substantiv|das Leichenlager
51117|Dr|Abkürzung|Dr
51118|Dre|Substantiv|Dre
51120|Fifty|Numeral|Fifty
51141|jemandm|Pronomen|jemand
51158|Home|Substantiv|das Home
51190|Sammel|Verb|sammeln
51202|Chill|Verb|chillen
51276|four|Numeral|four
51292|kaufn|Verb|kaufen
51306|abHaun|Verb|abhaun
51332|New|Adjektiv|new
51333|York|Substantiv|York
51352|werf|Verb|werfen
51368|erfülln|Verb|erfüllen
51374|Handkus|Substantiv|der Handkus
51380|Joggen|Verb|joggen
51394|LA|Substantiv|LA
51396|einpack|Verb|einpacken
51425|Könnn|Verb|können
51486|Designerschuh|Substantiv|der Designerschuh
51493|Manolo|Substantiv|Manolo
51494|Blahnik|Substantiv|Blahnik
51498|Lacoste|Substantiv|Lacoste
51547|American|Adjektiv|american
51623|Haun|Verb|haun
51644|ruf|Verb|rufen
51656|Uh-huh|Interjektion|uh-huh
51667|Nagelpflegelotion|Substantiv|die Nagelpflegelotion
51723|tausch|Verb|tauschen
51784|Euer|Pronomen|euer
51804|Talkshownation|Substantiv|die Talkshownation
51832|Tausche|Verb|tauschen
51863|tauschn|Verb|tauschen
52117|Alli-|Substantiv|der Alli
52131|chill|Verb|chillen
52136|Vergrabe|Verb|vergraben
52157|red|Verb|reden
52167|Grafikfehler|Substantiv|der Grafikfehler
52173|Seltsam|Adjektiv|seltsam
52177|ve|Pronomen|du
52184|AGB|Abkürzung|die AGB
52187|auswollen|Verb|auswollen
52207|Nazitext|Substantiv|der Nazitext
52220|hinreißend|Adjektiv|hinreißend
52279|Verseuchte|Adjektiv|verseucht
52287|Freudscher|Adjektiv|freudscher
52306|mmm|Interjektion|mmm
52315|klarmachn|Verb|klarmachen
52318|Geschlechts-OP|Substantiv|die Geschlechts-OP
52320|YOLO|Interjektion|YOLO
52339|Craziness|Substantiv|die Craziness
52347|wichst|Verb|wichsen
52355|Schädel-Innenraum|Substantiv|der Schädel-Innenraum
52376|werdetn|Verb|werden
52384|solltet|Verb|sollen
52470|Robben|Substantiv|die Robben
52484|Ha-Ha-Ha|Interjektion|ha-ha-ha
52527|senis|Substantiv|senis
52581|Wochenendhäuschen|Substantiv|das Wochenendhäuschen
52584|Fickt-Euch-Allee|Substantiv|die Fickt-Euch-Allee
52592|schaukle|Verb|schaukeln
52615|verbrannt|Adjektiv|verbrannt
52619|Bright|Adjektiv|bright
52620|side|Substantiv|die Seite
52745|art|Substantiv|die Art
52746|slowly|Adjektiv|slowly
52747|hand-brewed|Adjektiv|hand-brewed
52749|white|Adjektiv|white
52750|coffee|Substantiv|der Kaffee
52757|Fiese|Adjektiv|fies
52759|reudig|Adjektiv|reudig
52775|Linkin|Substantiv|Linkin
52777|Timmy|Substantiv|Timmy
52778|Bendzko|Substantiv|Bendzko
52779|Robin|Substantiv|Robin
52808|Schütteln|Verb|schütteln
52809|Dein|Pronomen|dein
52878|Voldemort|Substantiv|Voldemort
52884|Schicker|Adjektiv|schick
52885|Mac-Tower|Substantiv|der Mac-Tower
52888|Doppel-Octacore|Substantiv|der Doppel-Octacore
52900|Hochhinein|Adjektiv|hochhinein
52904|Dumme|Adjektiv|dumm
52906|Sex-Buddie|Substantiv|der Sex-Buddie
53007|Virendatenbank|Substantiv|die Virendatenbank
53010|Bitteschön|Interjektion|bitteschön
53056|U6|Abkürzung|U6
53071|Nägeln|Verb|nägeln
53144|Nord-Nord-West|Substantiv|der Nord-Nord-West
53149|Beckham|Substantiv|Beckham
53152|fünfter|Adjektiv|fünf
53181|Killerwels|Substantiv|der Killerwels
53183|Schlachtensee|Substantiv|der Schlachtensee
53199|104|Numeral|104
53200|Hatt|Verb|haben
53300|Gelegentlich|Adjektiv|gelegentlich
53369|Fernsehn|Verb|fernsehen
53375|hernehm|Verb|hernehmen
53376|Jawohl|Interjektion|jawohl
53395|wutgeladen|Adjektiv|wutgeladen
53403|Schultheaterstück|Substantiv|das Schultheaterstück
53422|brauchst|Verb|brauchen
53467|zusammn|Adverb|zusammen
53474|runtergehn|Verb|runtergehen
53526|Kiffsonntage|Substantiv|die Kiffsonntage
53529|hituntermalt|Verb|hituntermalen
53530|Schnittmontage|Substantiv|die Schnittmontage
53547|Klorand|Substantiv|der Klorand
53548|brichst|Verb|brechen
53553|Kerzenpaket|Substantiv|das Kerzenpaket
53669|Rauchende|Adjektiv|rauchend
53686|Puppenköpfen|Substantiv|die Puppenköpfe
53688|rauswillen|Verb|rauswollen
53697|brüll|Verb|brüllen
53713|hinfahrn|Verb|hinfahren
53738|Til|Substantiv|Til
53750|mon|Substantiv|Mon
53751|chéri|Substantiv|chéri
53877|anstelln|Verb|anstellen
53885|neuer|Adjektiv|neu
53892|Mmh-mmh-mmh-mmh|Interjektion|mmh-mmh-mmh-mmh
53899|Gespensterjäger|Substantiv|der Gespensterjäger
53904|Judokämpfer|Substantiv|der Judokämpfer
53905|U-Boot-Lenker|Substantiv|der U-Boot-Lenker
53906|Fluglotsenarzt|Substantiv|der Fluglotsenarzt
53907|Stuhlgroßhändler|Substantiv|der Stuhlgroßhändler
53908|Empfangsdamencaster|Substantiv|der Empfangsdamencaster
53910|Tankwagenfahrer|Substantiv|der Tankwagenfahrer
53911|Landkartenmaler|Substantiv|der Landkartenmaler
53912|Anglerberater|Substantiv|der Anglerberater
53921|Landesverkehrsminister|Substantiv|der Landesverkehrsminister
53924|Tanzende-Bären-im-Schritt-Tätowierer|Substantiv|der Tanzende-Bären-im-Schritt-Tätowierer
53959|Daume|Substantiv|der Daume
54003|Brettspielschreiner|Substantiv|der Brettspielschreiner
54009|Abschleppdienstleiter|Substantiv|der Abschleppdienstleiter
54011|Steckbriefschreiber|Substantiv|der Steckbriefschreiber
54012|Pepsi-Light-Verkäufer|Substantiv|der Pepsi-Light-Verkäufer
54013|Drecksviehtreiber|Substantiv|der Drecksviehtreiber
54016|AIDS-Forscher|Substantiv|der AIDS-Forscher
54021|Porn|Substantiv|der Porn
54023|Computerspiele-Tester|Substantiv|der Computerspiele-Tester
54024|Schulkantinenbäcker|Substantiv|der Schulkantinenbäcker
54025|Flugmaschinenchef|Substantiv|der Flugmaschinenchef
54026|Gesuchter|Substantiv|der Gesuchter
54028|Buchkapiteltexter|Substantiv|der Buchkapiteltexter
54035|Cheffe|Substantiv|der Cheffe
54038|innehm|Verb|innehmen
54052|Intresse|Substantiv|das Interesse
54110|steueren|Verb|steuern
54175|feueeern|Verb|feuern
54257|Hahahaha|Interjektion|hahahaha
54258|Allright|Interjektion|allright
54259|MN|Substantiv|MN
54297|Verhitlertes|Adjektiv|verhitzelt
54330|verhärn|Verb|verhärten
54390|fremde|Adjektiv|fremd
54410|belägen|Verb|belagen
54426|Vollidioten|Substantiv|die Vollidioten
54481|ausheb|Verb|ausheben
54487|zimmer|Substantiv|das Zimmer
54622|Spate|Substantiv|die Spate
54625|panne|Substantiv|die Panne
54656|gelaufen|Verb|laufen
54797|gelangten|Verb|gelangen
54835|Verbringst|Verb|verbringen
54846|Winzig|Adjektiv|winzig
54872|klüg|Adjektiv|klug
54959|Bill|Substantiv|Bill
54960|payen|Verb|payen
54980|trag|Verb|tragen
54998|Schulband|Substantiv|die Schulband
55006|Huren|Substantiv|die Huren
55014|Messer-Gabel-Schere-Licht|Substantiv|das Messer-Gabel-Schere-Licht
55015|Etc|Abkürzung|etc
55019|Verbessern|Verb|verbessern
55035|Grabesrede|Substantiv|die Grabesrede
55038|Rap-Terrorist|Substantiv|der Rap-Terrorist
55057|stirbst|Verb|sterben
55114|beibring|Verb|beibringen
55250|hineinSchaust|Verb|hineinschauen
55323|gebn|Verb|geben
55359|Zündest|Verb|zünden
55361|ziehst|Verb|ziehen
55376|ausschalteen|Verb|ausschalten
55386|krallst|Verb|krallen
55392|Atmest|Verb|atmen
55610|Ängste|Substantiv|die Ängste
55687|leidest|Verb|leiden
55695|zufallsgenerieren|Verb|zufallsgenerieren
55697|imitiern|Verb|imitieren
55724|laberen|Verb|labern
55746|Danke|Interjektion|danke
55754|Gepräch|Substantiv|das Gespräch
55799|könnteen|Verb|könnten
55818|Urgh|Interjektion|urgh
55820|anruf|Substantiv|der Anruf
55843|quälst|Verb|quälen
55849|Domian|Substantiv|Domian
55936|-sprecher|Substantiv|-sprecher
55940|-schleife|Substantiv|-schleife
55956|Konfuzius|Substantiv|Konfuzius
55975|Kotwanne|Substantiv|die Kotwanne
56043|Alli-Alli-Alligatoah|Substantiv|Alli-Alli-Alligatoah
56116|257|Numeral|257
56122|Könntest|Verb|könnten
56160|Springbrunnnfontäne|Substantiv|die Springbrunnnfontäne
56166|U-Bahn-Sitz|Substantiv|der U-Bahn-Sitz
56168|Dehydriert|Adjektiv|dehydriert
56173|Spuck|Verb|spucken
56178|Glühend|Adjektiv|glühend
56184|Stöhnn|Verb|stöhnen
56185|Neununddreißig|Numeral|neununddreißig
56202|Salz-|Substantiv|das Salz
56229|Dö-dö-dö|Interjektion|dö-dö-dö
56233|Mhh|Interjektion|mhh
56251|Flag|Substantiv|die Flag
56284|gemauert|Adjektiv|gemauert
56295|achtunddreißig|Numeral|achtunddreißig
56304|Dö-dö-dö-dö-dö-dö-dö|Interjektion|dö-dö-dö-dö-dö-dö-dö
56347|Lobster|Substantiv|der Lobster
56348|Schwimm|Verb|schwimmen
56355|Weißen|Adjektiv|weiß
56417|Gibs|Verb|geben
56450|rumspring|Verb|rumspringen
56496|Pokémonkarten|Substantiv|die Pokémonkarten
56506|Schneidet|Verb|schneiden
56511|auffällt|Verb|auffallen
56537|10|Numeral|10
56559|Endorphine|Substantiv|die Endorphine
56561|ausblendeen|Verb|ausblenden
56622|Brüsten|Substantiv|die Brüsten
56631|Who|Substantiv|Who
56745|wirfen|Verb|werfen
56753|Sextape|Substantiv|das Sextape
56774|durchdrehn|Verb|durchdrehen
56781|Pokéball-BH|Substantiv|der Pokéball-BH
56804|verschwunden|Adjektiv|verschwunden
56821|Pikachus|Substantiv|die Pikachus
56945|WAAAAHHH|Interjektion|waaaahhh
56963|entsprungen|Verb|entspringen
56970|gesungen|Verb|singen
56999|Holzmichel|Substantiv|der Holzmichel
57001|dens|Pronomen|den
57022|Lebt|Verb|leben
57053|Tortour|Substantiv|die Tortour
57099|Lebn|Verb|leben
57159|Scheißegal|Adjektiv|scheißegal
