|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
2138|2055|verb|ordnen|ordnen, ordnet, ordnete, hat geordnet|Er ordnet die Akten alphabetisch.|to arrange, sort|to arrange|He arranges the files alphabetically.|verb|Der Student arbeitet in der Bibliothek und ordnet die Bücher nach den Namen ihrer Autoren.|The student works in the library and arranges the books according to the names of their authors.
2139|2056|die|die Bezeichnung|die Bezeichnungen|Die Bezeichnung war irreführend.|name, term|term|The term was misleading.|noun|Medizinische Bezeichnungen sind meist nicht auf deutsch.|Medical names are usually not in German.
2140|2057|verb|verteidigen|verteidigen, verteidigt, verteidigte, hat verteidigt|Er verteidigte seine Position.|to defend|to defend|He defended his position.|verb|Der Anwalt verteidigt den Täter vor Gericht.|The lawyer defends the perpetrator in court.
2141|2058|der|der Anlass|die Anlässe|Der Anlass der Feier war ihr Geburtstag.|occasion, cause|occasion|The occasion for the celebration was her birthday.|noun|Was ist der Anlass für deinen Besuch?|What’s the occasion for your visit?
2142|2059|adj|medial||Die mediale Präsenz des Events war groß.|media|media|The media presence at the event was significant.|adjective|Die Firma macht jetzt auch medial Werbung.|The company is now also doing media advertising.
2143|2060|adj|hauptsächlich||Er ist hauptsächlich beschäftigt.|mainly, mostly|mainly|He is mainly busy.|adjective|Viele Babys schlafen und essen hauptsächlich.|Many babies sleep and eat mostly.
2144|2061|der|der Hersteller|die Hersteller|Der Hersteller garantiert hohe Qualität.|manufacturer, producer|manufacturer|The manufacturer guarantees high quality.|noun|Der Hersteller des Produkts garantiert eine gute Qualität.|The manufacturer of the product guarantees good quality.
2145|2062|adv|normalerweise||Normalerweise bin ich pünktlich.|normally, usually|normally|Normally, I am punctual.|adverb|Normalerweise fährt Stephanie nicht mit der Bahn, aber heute regnet es.|Stephanie doesn’t usually take the train, but it’s raining today.
2146|2063|das|das Motiv|die Motive|Das Motiv des Gemäldes ist die Natur.|motive|motive|The motive of the painting is nature.|noun|Das Motiv des Täters ist Geld.|The perpetrator’s motive is money.
2147|2064|die|die Auswahl|die Auswahlen|Die Auswahl im Supermarkt ist groß.|choice, selection|selection|The selection at the supermarket is large.|noun|Ich habe eine große Auswahl an Kleidern für die Party und muss mich für eins davon entscheiden.|I have a large choice of dresses for the party and I have to choose one of them.
2148|2065|verb|markieren|markieren, markiert, markierte, hat markiert|Er hat die Stelle im Buch markiert.|to mark|to mark|He marked the spot in the book.|verb|Ich markiere die wichtigsten Sätze im Text, damit ich sie später schnell finde.|I mark the most important sentences in the text so that I can quickly find them later.
2149|2066|adj|mehrfach||Er wurde schon mehrfach ausgezeichnet.|multiple, several|multiple|He has been awarded multiple times.|adjective|Die Knochen im Bein des Patienten sind mehrfach gebrochen.|The bones in the patient’s leg are broken several times.
2150|2067|der|der Rang|die Ränge|Er hat einen hohen Rang in der Firma.|standing, status|status|He has a high status in the company.|noun|Kunst hat für Maike einen höheren Rang als die Wissenschaft.|For Maike, art has a higher status than science.
2151|2068|verb|rennen|rennen, rennt, rannte, ist gerannt|Die Kinder rennen durch den Park.|to run|to run|The children are running through the park.|verb|Die Kinder rennen sehr schnell, damit sie den Bus nicht verpassen.|The children run very fast so they don’t miss the bus.
2152|2069|verb|herausfinden|herausfinden, findet heraus, fand heraus, hat herausgefunden|Er findet die Wahrheit heraus.|to find out|to find out|He finds out the truth.|verb|Wir müssen herausfinden, was gerade passiert.|We need to find out what’s happening right now.
2153|2070|adv|nahezu||Die Aufgabe ist nahezu fertig.|nearly, almost|nearly|The task is nearly finished.|adverb|Nina gibt im Urlaub nahezu ihr gesamtes Geld aus.|Nina spends almost all her money on vacation.
2154|2071|verb|benennen|benennen, benennt, benannte, hat benannt|Er benennt die wichtigsten Punkte.|to name|to name|He names the key points.|verb|Die Schule ist nach Thomas Mann benannt.|The school is named after Thomas Mann.
2155|2072|die|die Schrift|die Schriften|Die alte Schrift war schwer zu lesen.|script, handwriting|script|The old script was hard to read.|noun|Der Lehrer kann die Schrift von Thomas nicht lesen.|The teacher cannot read Thomas’ handwriting.
2156|2073|die|die Silbe|die Silben|Die Betonung liegt auf der ersten Silbe.|syllable|syllable|The emphasis is on the first syllable.|noun|Das Wort “Liebe” besteht aus zwei Silben.|The word “Liebe” consists of two syllables.
2157|2074|der|der Anstieg|die Anstiege|Der Anstieg der Preise war erwartet.|rise, increase|rise|The rise in prices was expected.|noun|Der Anstieg der Kosten für Wohnungen in der Stadt ist enorm.|The increase in the cost of housing in the city is enormous.
2158|2075|die|die Kurve|die Kurven|Die Kurve war gefährlich scharf.|curve, turn|curve|The curve was dangerously sharp.|noun|Die Straße macht eine Kurve nach links.|The road takes a turn to the left.
2159|2076|der|der Auftritt|die Auftritte|Sein Auftritt auf der Bühne war kurz.|appearance, entrance|appearance|His appearance on stage was brief.|noun|Der Auftritt der Schüler beginnt um achtzehn Uhr im Aachener Theater.|The performance of the students begins at six o’clock in the Aachen theater.
2160|2077|verb|integrieren|integrieren, integriert, integrierte, hat integriert|Wir müssen alle Systeme integrieren.|to integrate|to integrate|We need to integrate all systems.|verb|Ahmad und seine Familie haben sich sehr gut in Deutschland integriert.|Ahmad and his family have integrated very well in Germany.
2161|2078|die|die Saga|die Sagas|Die Saga erzählt von mutigen Helden.|saga|saga|The saga tells of brave heroes.|noun|Die isländischen Sagas gehören zum nationalen Kulturerbe des Landes.|The Icelandic sagas belong to the national cultural heritage of the country.
2162|2079|verb|anmelden|anmelden, meldet an, meldete an, hat angemeldet|Er meldete sich für den Wettbewerb an.|to register, sign up|to sign up|He registered for the competition.|verb|Bis nächsten Monat sollten Sie sich für das Seminar anmelden.|You should register for the seminar by next month.
2163|2080|adj|gerecht||Eine gerechte Lösung wurde gefunden.|just, fair|fair|A fair solution was found.|adjective|Der Richter versucht, ein gerechtes Urteil zu sprechen.|The judge is trying to reach a fair verdict.
2164|2081|adj|unendlich||Die Möglichkeiten scheinen unendlich.|endless, infinite|endless|The possibilities seem endless.|adjective|Etwas, was räumlich und zeitlich keine Grenzen hat, ist unendlich.|Something that has no spatial and temporal limits is infinite.
2165|2082|der|der Bundestag|die Bundestage|Der Bundestag debattierte stundenlang.|Bundestag|Bundestag|The Bundestag debated for hours.|noun|Der Bundestag ist das Organ der Bundesrepublik Deutschland und befindet sich in Berlin.|The Bundestag is the body of the Federal Republic of Germany and is located in Berlin.
2166|2083|adj|literarisch||Sein Werk hat hohen literarischen Wert.|literary|literary|His work has high literary value.|adjective|James Joyces Roman Ulysses ist ein berühmtes literarisches Werk.|James Joyce’s novel Ulysses is a famous literary work.
2167|2084|das|das Bewusstsein|die Bewusstseine|Das Bewusstsein kehrte zurück.|consciousness|consciousness|Consciousness returned.|noun|Der Patient verliert das Bewusstsein.|The patient loses consciousness.
2168|2085|die|die Stiftung|die Stiftungen|Die Stiftung fördert viele Projekte.|foundation, institute, donation|foundation|The foundation supports many projects.|noun|Meine Mutter leitet eine Stiftung, die wilden Hunden hilft.|My mother runs a foundation that helps wild dogs.
2169|2086|die|die Erhöhung|die Erhöhungen|Die Erhöhung der Preise trifft alle.|increase|increase|The increase in prices affects everyone.|noun|Wegen der Erhöhung der Kosten ziehen viele Leute aus dem Haus aus.|Many people move out of the house because of the increase in costs.
2170|2087|die|die GmbH|die GmbHs|Die GmbH wurde 1995 gegründet.|limited liability company, Ltd|Ltd|The Ltd was founded in 1995.|noun|Fabian gründet eine GmbH und sucht weitere Mitarbeiter.|Fabian is founding a limited liability company and is looking for further employees.
2171|2088|adj|ungewöhnlich||Die Architektur ist sehr ungewöhnlich.|unusual|unusual|The architecture is very unusual.|adjective|Sabrina ist ungewöhnlich klug für ihr Alter.|Sabrina is unusually smart for her age.
2172|2089|das|das Fest|die Feste|Das Fest findet jährlich statt.|festival, celebration|festival|The festival takes place annually.|noun|Jeder ist zu dem Fest eingeladen.|Everybody’s invited to the celebration.
2173|2090|die|die Anforderung|die Anforderungen|Die Anforderung stellt hohe Ansprüche.|requirement, demand, standard|requirement|The requirement sets high standards.|noun|Sie findet keinen Mann, weil sie zu hohe Anforderungen hat.|She can’t find a man because her standards are too high.
2174|2091|adj|männlich||Die männlichen Läufer waren schneller.|male|male|The male runners were faster.|adjective|In dem Team gibt es nur männliche Spieler, deswegen kann Anna nicht mitmachen.|There are only male players on the team, so Anna can’t participate.
2175|2092|das|das Training|die Trainings|Das Training beginnt um acht Uhr.|training|training|The training starts at eight o’clock.|noun|Nach dem harten Training wird die Mannschaft das Spiel sicher gewinnen.|After the hard training the team will surely win the game.
2176|2093|verb|vorgehen|vorgehen, geht vor, ging vor, ist vorgegangen|Bitte gehen Sie vor, ich folge Ihnen.|to go on, go ahead, be fast, have priority|to go ahead|Please go ahead, I’ll follow you.|verb|Während Anja noch an der Kasse ansteht, gehen ihre Freunde schon vor zum nächsten Geschäft.|While Anja is still queuing up at the checkout, her friends are already going ahead to the next store.
2177|2094|die|die Arbeitslosigkeit||Die Arbeitslosigkeit nahm drastisch zu.|unemployment|unemployment|Unemployment increased drastically.|noun|Die Arbeitslosigkeit in Deutschland ist in den letzten Jahren gesunken.|Unemployment in Germany has fallen in recent years.
2178|2095|das|das Brot|die Brote|Das Brot ist frisch und knusprig.|bread|bread|The bread is fresh and crispy.|noun|Morgens isst Thorben immer eine Scheibe Brot und trinkt einen Kaffee.|In the morning Thorben always eats a slice of bread and drinks a coffee.
2179|2096|die|die Geburt|die Geburten|Die Geburt verlief ohne Probleme.|birth|birth|The birth went smoothly.|noun|Sie sind gut auf die Geburt ihres Kindes vorbereitet.|They are well prepared for the birth of their child.
2180|2097|der|der Hunger||Der Hunger trieb ihn zum Bäcker.|hunger|hunger|Hunger drove him to the bakery.|noun|Die Bauern suchen nach Wegen, um den Hunger zu bekämpfen.|The farmers are looking for ways to fight hunger.
2181|2098|adj|jüdisch||Die jüdische Gemeinde feiert heute.|Jewish|Jewish|The Jewish community is celebrating today.|adjective|Hannah Arendt war eine jüdische Philosophin und Autorin.|Hannah Arendt was a Jewish philosopher and author.
2182|2099|das|das Umfeld|die Umfelder|Das Umfeld beeinflusst das Verhalten.|milieu, environment|environment|The environment influences behavior.|noun|Ein Kind sollte in einem Umfeld voller Liebe aufwachsen.|A child should grow up in an environment full of love.
2183|2100|adv|allzu||Das ist allzu kompliziert für ihn.|overly|overly|That is overly complicated for him.|adverb|Jannik ist ein allzu neugieriges Kind.|Jannik is an overly curious child.
2184|2101|der|der Graf|die Grafen|Der Graf lebt auf einem großen Anwesen.|count, earl|count|The count lives on a large estate.|noun|Der Graf und die Gräfin wohnen in einem Schloss.|The count and the countess live in a castle.
2185|2102|das|Indien||Indien ist ein faszinierendes Land.|India|India|India is a fascinating country.|noun|In Indien reist man am besten mit dem Zug.|The best way to travel in India is by train.
2186|2103|verb|lohnen (sich)|lohnen (sich), lohnt, lohnte, hat gelohnt|Es lohnt sich, das Buch zu lesen.|to be worth it|to be worth it|It is worth reading the book.|verb|Nachts die Sterne zu betrachten lohnt sich immer.|Looking at the stars at night is always worth it.
2187|2104|adj|optisch||Die optische Illusion verwirrte viele.|optical, visual|optical|The optical illusion confused many.|adjective|Die optische Gestaltung des Zimmers gefällt mir sehr gut.|I like the visual design of the room very much.
2188|2105|adj|militärisch||Die militärische Strategie war brillant.|military|military|The military strategy was brilliant.|adjective|Die Staaten wollen es vermeiden, den Konflikt militärisch zu lösen.|The states want to avoid resolving the conflict militarily.
2189|2106|die|die Mühe|die Mühen|Die Mühe hat sich wirklich gelohnt.|effort, trouble|effort|The effort was truly worth it.|noun|Herr Schmidt gibt sich immer große Mühe.|Mr. Schmidt always makes great efforts.
2190|2107|verb|unterbrechen|unterbrechen, unterbricht, unterbrach, hat unterbrochen|Er unterbrach das Gespräch höflich.|to interrupt|to interrupt|He politely interrupted the conversation.|verb|Der Film im Fernsehen wird durch Werbung unterbrochen.|The film on television is interrupted by advertising.
