|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
3863|3762|adj|hessisch||Die hessische Küche ist bekannt.|Hessian|Hessian|The Hessian cuisine is well-known.|adjective|Die hessische Hauptstadt ist Wiesbaden.|The Hessian capital is Wiesbaden.
3864|3762|das|das Hessisch||Das Hessisch hat einen markanten Klang.|Hessian|Hessian|The Hessian dialect has a distinctive sound.|noun|Ann-Katrins Dialekt ist Hessisch.|Ann-Katrin’s dialect is Hessian.
3865|3763|adj|passiv||Er blieb während der Diskussion passiv.|passive|passive|He remained passive during the discussion.|adjective|Passives Rauchen ist auch gefährlich.|Passive smoking is dangerous, too.
3866|3764|der|der Rauch|die Rauche|Der Rauch zieht durch das Fenster.|smoke, fume|smoke|The smoke drifts through the window.|noun|Bei einem Feuer entsteht Rauch.|A fire causes smoke.
3867|3765|verb|stinken|stinken, stinkt, stank, hat gestunken|Der Müll stinkt nach faulen Eiern.|to stink|to stink|The garbage stinks of rotten eggs.|verb|Wenn du dich nicht wäschst, stinkst du.|If you don’t wash, you stink.
3868|3766|interj|tschüss||Tschüss, bis morgen um dieselbe Zeit!|bye|bye|Bye, see you tomorrow at the same time!|interjection|Tschüss, wir sehen uns morgen.|Bye, see you tomorrow.
3869|3767|der|der Vorgänger|die Vorgänger|Sein Vorgänger war erfolgreicher.|predecessor|predecessor|His predecessor was more successful.|noun|Judith ist meine Vorgängerin bei der Arbeit, ich übernehme ihren Job ab sofort.|Judith is my predecessor at work, I’m taking over her job from now on.
3870|3768|verb|anstarren|anstarren, starrt an, starrte an, hat angestarrt|Er starrt sie die ganze Zeit an.|to gaze, stare at|to stare at|He stares at her all the time.|verb|Die Menschen starren mich oft an, weil ich anders aussehe.|People often stare at me because I look different.
3871|3769|adj|detailliert||Der Bericht war sehr detailliert.|detailed|detailed|The report was very detailed.|adjective|Mein Freund schreibt mir detailliert auf, was ich morgen machen muss.|My friend writes out in detail what I have to do tomorrow.
3872|3770|die|die Fremdsprache|die Fremdsprachen|Die Fremdsprache beherrscht er fließend.|foreign language|foreign language|He is fluent in the foreign language.|noun|Ich bin Lehrerin für Deutsch als Fremdsprache.|I am a teacher of German as a foreign language.
3873|3771|das|das Gepäck|die Gepäcke|Das Gepäck wurde am Flughafen verloren.|luggage|luggage|The luggage was lost at the airport.|noun|Für meine Reise brauche ich nur wenig Gepäck.|I don’t need much luggage for my trip.
3874|3772|adj|unglücklich||Er war unglücklich über den Verlust.|unhappy, unfortunate|unhappy|He was unhappy about the loss.|adjective|Martina ist sehr unglücklich darüber, dass sie keinen Job mehr hat.|Martina is very unhappy that she no longer has a job.
3875|3773|verb|wehen|wehen, weht, wehte, hat geweht|Ein kalter Wind weht durch die Stadt.|to blow, flutter|to blow|A cold wind blows through the city.|verb|Der Wind weht heute sehr stark.|The wind is blowing very strong today.
3876|3774|verb|ausprobieren|ausprobieren, probiert aus, probierte aus, hat ausprobiert|Sie will das neue Rezept ausprobieren.|to try out|to try out|She wants to try out the new recipe.|verb|Wenn ich koche, probiere ich gerne neue Gerichte aus.|When I cook, I like to try new dishes.
3877|3775|verb|bewerben (sich)|bewerben (sich), bewirbt, bewarb, hat beworben|Er bewirbt sich um die Stelle.|to apply|to apply|He is applying for the position.|verb|Sie können sich noch bis morgen für den Job bewerben.|You can apply for the job until tomorrow.
3878|3776|verb|erhoffen|erhoffen, erhofft, erhoffte, hat erhofft|Er erhofft sich bessere Ergebnisse.|to expect, hope for|hope for|He hopes for better results.|verb|Ich erhoffe mir von meinem Studium, dass ich viele praktische Erfahrungen sammeln kann.|I hope that my studies will give me a lot of practical experience.
3879|3777|die|die Feder|die Federn|Die Feder ist leicht und weich.|feather|feather|The feather is light and soft.|noun|Der Stoff meines Kleides ist so leicht wie eine Feder.|The fabric of my dress is as light as a feather.
3880|3778|die|die Feuerwehr|die Feuerwehren|Die Feuerwehr löschte den Brand schnell.|fire brigade|fire brigade|The fire brigade extinguished the fire quickly.|noun|In meinem Haus brennt es, ich muss sofort die Feuerwehr rufen.|My house is on fire; I have to call the fire brigade right now.
3881|3779|verb|fixieren|fixieren, fixiert, fixierte, hat fixiert|Er fixiert den Blick auf das Ziel.|to fixate on sb/sth|to fixate on sb/sth|He fixates on the target.|verb|Sie ist sehr auf ihren Sohn fixiert.|She’s very fixated on her son.
3882|3780|das|das Gemälde|die Gemälde|Das Gemälde hing im Museum an der Wand.|painting|painting|The painting hung on the wall in the museum.|noun|Im Museum hängen viele berühmte Gemälde.|There are many famous paintings in the museum.
3883|3781|das|das Heim|die Heime|Er kehrte spät ins Heim zurück.|home, institution|home|He returned to the home late.|noun|Kinder, die keine Eltern mehr haben, leben oft in einem Heim.|Children who no longer have parents often live in an institution.
3884|3782|verb|heranziehen|heranziehen, zieht heran, zog heran, hat herangezogen|Er zog Experten zur Beratung heran.|to consult, draw near|to consult|He consulted experts for advice.|verb|Für meine schriftliche Arbeit muss ich auch Meinungen von anderen Autoren heranziehen.|For my written work I also have to consult the opinions of other authors.
3885|3783|das|das Image|die Images|Das Image der Firma hat sich verbessert.|image|image|The company’s image has improved.|noun|Das gute Image der Firma ist meinem Chef sehr wichtig.|The good image of the company is very important to my boss.
3886|3784|der|der Koch|die Köche|Der Koch bereitete das Menü vor.|cook|cook|The cook prepared the menu.|noun|Mein Vater arbeitet als Koch in einem Restaurant.|My father works as a cook in a restaurant.
3887|3785|der|der Stadtteil|die Stadtteile|Der Stadtteil hat viele Parks.|district|district|The district has many parks.|noun|Ich wohne in einem sehr schönen Stadtteil von Leipzig.|I live in a very beautiful district of Leipzig.
3888|3786|der|der Träger|die Träger|Der Träger des Preises hielt eine Rede.|strap, holder, responsible body|holder|The award holder gave a speech.|noun|Als ich den Arm hebe, reißt der Träger von meinem T-Shirt.|As I lift my arm, the strap rips off my T-shirt.
3889|3787|verb|verschärfen|verschärfen, verschärft, verschärfte, hat verschärft|Er verschärfte die Kontrollen.|to tighten, intensify|intensify|He intensified the controls.|verb|Viele Regierungen wollen die Gesetze für Asyl wieder verschärfen.|Many governments want to tighten the laws on asylum again.
3890|3788|die|die Zunahme|die Zunahmen|Die Zunahme der Fälle beunruhigt.|increase|increase|The increase in cases is concerning.|noun|Wir müssen mit einer Zunahme der Anzahl von Studierenden im nächsten Jahr rechnen.|We have to expect an increase in the number of students next year.
3891|3789|verb|annähern|annähern, nähert an, näherte an, hat angenähert|Der Zug nähert sich dem Bahnhof.|to approach|to approach|The train is approaching the station.|verb|Nach einer langen Zeit ohne Kontakt nähern mein Vater und ich uns jetzt einander wieder an.|After a long time without contact, my father and I are approaching each other again.
3892|3790|der|der Baron|die Barone|Der Baron lud uns auf sein Schloss ein.|baron|baron|The baron invited us to his castle.|noun|Den Titel Baron bekamen früher nur reiche Menschen.|In the past, only rich people got the title of baron.
3893|3791|das|das Eigentum|die Eigentümer|Das Haus ist ihr persönliches Eigentum.|property|property|The house is her personal property.|noun|Wenn etwas mir gehört, dann ist es mein Eigentum.|If something belongs to me, it’s my property.
3894|3792|adj|gründlich||Die gründliche Untersuchung war teuer.|thorough|thorough|The thorough investigation was expensive.|adjective|Du musst deine Sätze in Zukunft gründlicher lesen, du hast zu viele Fehler gemacht.|You have to read your sentences more thoroughly in the future; you have made too many mistakes.
3895|3793|das|Sachsen-Anhalt||Sachsen-Anhalt liegt in Deutschland.|Saxony-Anhalt|Saxony-Anhalt|Saxony-Anhalt is located in Germany.|noun|Sachsen-Anhalt ist ein Bundesland in der Mitte von Deutschland.|Saxony-Anhalt is a federal state in the middle of Germany.
3896|3794|verb|umsehen|umsehen, sieht um, sah um, hat umgesehen|Sie hat sich neugierig umgesehen.|to look (around)|to look (around)|She looked around curiously.|verb|Obwohl ich weiß, dass du nicht da bist, sehe ich mich auf der Straße immer nach dir um.|Although I know you’re not here, I keep looking for you on the street.
3897|3795|prep|via||Wir senden die Nachricht via E-Mail.|via|via|We send the message via email.|preposition|Bitte schick mir die Dokumente via E-Mail.|Please send me the documents via e-mail.
3898|3796|verb|abziehen|abziehen, zieht ab, zog ab, hat abgezogen|Die Soldaten zogen sich nachts ab.|to take off, withdraw, subtract|to withdraw|The soldiers withdrew at night.|verb|Wenn man vier von zwölf abzieht, bekommt man acht.|If you subtract four from twelve, you get eight.
3899|3797|der|der Befund|die Befunde|Der Befund der Tests war positiv.|result, finding(s)|result|The test results were positive.|noun|Mein Arzt sagt, dass mein Befund für die Krankheit negativ ist.|My doctor says that my findings are negative for the disease.
3900|3798|die|die Niederlande||Die Niederlande sind flach und grün.|the Netherlands|the Netherlands|The Netherlands are flat and green.|noun|Wir fahren mit einem Schiff durch die Niederlande.|We travel by ship through the Netherlands.
3901|3799|verb|schwanken|schwanken, schwankt, schwankte, ist geschwankt|Die Lebensmittelpreise schwanken stark.|to vary|to vary|The food prices vary significantly.|verb|Ich schwanke in meiner Entscheidung, wohin ich dieses Jahr in den Urlaub fahren soll.|I vary in my decision about where I should go on vacation this year.
3902|3800|der|der Stoß|die Stöße|Er spürte einen Stoß im Rücken.|push, shock|push|He felt a push on his back.|noun|Sie gibt mir einen Stoß und ich falle hin.|She gives me a push and I fall.
3903|3801|der|der Unsinn||Das ist doch absoluter Unsinn!|nonsense|nonsense|That is absolute nonsense!|noun|Was dir deine Lehrer erzählen, ist Unsinn, ich weiß es besser.|What your teachers tell you is nonsense, I know better.
3904|3802|die|die Wahlperiode|die Wahlperioden|Die Wahlperiode endet nächstes Jahr.|term|term|The term ends next year.|noun|Die Wahlperiode eines Bundeskanzlers dauert in Deutschland vier Jahre.|The term of office of a federal chancellor in Germany lasts four years.
3905|3803|verb|blockieren|blockieren, blockiert, blockierte, hat blockiert|Der Unfall blockierte den Verkehr.|to block|to block|The accident blocked the traffic.|verb|Ich komme zu spät, weil Autos die Straße blockieren.|I’m late because cars are blocking the road.
3906|3804|das|das Defizit|die Defizite|Das Defizit wurde ausgeglichen.|deficit|deficit|The deficit was balanced.|noun|Der neue Finanzdirektor kann das Defizit deutlich reduzieren.|The new financial director can significantly reduce the deficit.
3907|3805|die|die Dynamik|die Dynamiken|Die Dynamik der Gruppe veränderte sich.|dynamics|dynamics|The dynamics of the group changed.|noun|Die Dynamik einer Gruppe bedingt sich an deren Mitgliedern.|The dynamics of a group are determined by its members.
3908|3806|adv|nirgendwo||Der Obdachlose fand nirgendwo Hilfe.|nowhere|nowhere|The homeless man found help nowhere.|adverb|Ich kann meinen Schlüssel nirgendwo finden.|I can’t find my key anywhere.
3909|3807|verb|umarmen|umarmen, umarmt, umarmte, hat umarmt|Er umarmt seinen Freund zum Abschied.|to embrace|to embrace|He embraces his friend for goodbye.|verb|Ich umarme meine Freundin, als sie in den Zug steigt.|I embrace my girlfriend as she gets on the train.
3910|3808|die|die Vernunft||Die Vernunft siegt über die Emotionen.|reason|reason|Reason triumphs over emotions.|noun|Ein gutes Argument basiert auf Vernunft und Logik.|A good argument is based on reason and logic.
3911|3809|die|die Anregung|die Anregungen|Ihre Anregung wurde gerne aufgenommen.|stimulus, idea|idea|Her idea was gladly accepted.|noun|Die Bilder geben Anregung zur Diskussion.|The pictures provide a stimulus for discussion.
3912|3810|der|der Code|die Codes|Der Code ist schwer zu knacken.|code|code|The code is hard to crack.|noun|Ich gebe meinen Code in das Handy ein, um es zu starten.|I enter my code into the phone to activate it.
3913|3811|adj|jetzig||Die jetzige Situation ist schwierig.|current|current|The current situation is difficult.|adjective|Bis zu den nächsten Wahlen bleibt der jetzige Präsident im Amt.|The current president remains in office until the next elections.
3914|3812|verb|kommunizieren|kommunizieren, kommuniziert, kommunizierte, hat kommuniziert|Wir kommunizieren oft per E-Mail.|to communicate|to communicate|We often communicate via email.|verb|Wir können jetzt ständig mit Menschen am anderen Ende der Welt kommunizieren.|We can now communicate instantly with people on the other side of the world.
3915|3813|der|der Krebs|die Krebse|Der Krebs war schwer zu besiegen.|cancer|cancer|The cancer was hard to defeat.|noun|Jährlich erkranken viele Menschen an Krebs.|Many people contract cancer every year.
3916|3814|der|der Kühlschrank|die Kühlschränke|Im Kühlschrank ist frische Milch.|fridge|fridge|There is fresh milk in the fridge.|noun|Wenn man Gemüse in den Kühlschrank legt, bleibt es länger frisch.|If you put vegetables in the fridge, they stay fresh longer.
3917|3815|adj|lächerlich||Die Forderung war einfach lächerlich.|ridiculous|ridiculous|The demand was simply ridiculous.|adjective|Du siehst lächerlich mit dem Hut aus.|You look ridiculous in that hat.
3918|3816|die|die Airline|die Airlines|Die Airline hat neue Flugzeuge bestellt.|airline|airline|The airline ordered new planes.|noun|Die Airline bietet Flüge von Amsterdam direkt nach Toronto an.|The airline offers direct flights from Amsterdam to Toronto.
